class,seed,pretrain_seed,method,auroc,auprc
class_SSRI,45,2,finlayson_concat,0.5866666666666667,0.133130081300813
class_SSRI,46,0,finlayson_structure,0.9566666666666667,0.5666666666666667
class_SSRI,46,0,finlayson_expression,0.8533333333333333,0.06601731601731602
class_SSRI,46,0,finlayson_concat,0.94,0.2222222222222222
class_SSRI,46,1,finlayson_structure,0.88,0.5263157894736842
class_SSRI,46,1,finlayson_expression,0.8533333333333334,0.12380952380952381
class_SSRI,46,1,finlayson_concat,0.86,0.5227272727272727
class_SSRI,46,2,finlayson_structure,0.76,0.5135135135135135
class_SSRI,46,2,finlayson_expression,0.7966666666666666,0.058069381598793365
class_SSRI,46,2,finlayson_concat,0.7733333333333333,0.5142857142857142
class_SSRI,47,0,finlayson_structure,0.7666666666666667,0.2640845070422535
class_SSRI,47,0,finlayson_expression,0.6166666666666667,0.05480033984706882
class_SSRI,47,0,finlayson_concat,0.7733333333333334,0.18137254901960784
class_SSRI,47,1,finlayson_structure,0.8866666666666666,0.5277777777777778
class_SSRI,47,1,finlayson_expression,0.7533333333333333,0.08571428571428572
class_SSRI,47,1,finlayson_concat,0.8633333333333333,0.5232558139534884
class_SSRI,47,2,finlayson_structure,0.56,0.2575187969924812
class_SSRI,47,2,finlayson_expression,0.6366666666666667,0.04591836734693877
class_SSRI,47,2,finlayson_concat,0.5766666666666667,0.10800000000000001
class_SSRI,48,0,finlayson_structure,0.67,0.02860501567398119
class_SSRI,48,0,finlayson_expression,0.51,0.019617224880382776
class_SSRI,48,0,finlayson_concat,0.6466666666666667,0.026830135039090264
class_SSRI,48,1,finlayson_structure,0.86,0.10897435897435898
class_SSRI,48,1,finlayson_expression,0.6866666666666668,0.031947261663286
class_SSRI,48,1,finlayson_concat,0.8333333333333333,0.10460992907801418
class_SSRI,48,2,finlayson_structure,0.4633333333333333,0.025817788591511216
class_SSRI,48,2,finlayson_expression,0.4766666666666667,0.018222506393861894
class_SSRI,48,2,finlayson_concat,0.4766666666666666,0.023025530899546648
class_SSRI,49,0,finlayson_structure,0.42999999999999994,0.01731893837156995
class_SSRI,49,0,finlayson_expression,0.3666666666666667,0.015101410934744267
class_SSRI,49,0,finlayson_concat,0.4666666666666667,0.01796550622804216
class_SSRI,49,1,finlayson_structure,0.6,0.027419354838709678
class_SSRI,49,1,finlayson_expression,0.43666666666666665,0.016968325791855206
class_SSRI,49,1,finlayson_concat,0.5733333333333334,0.02501516070345664
class_SSRI,49,2,finlayson_structure,0.3433333333333333,0.014585883312933496
class_SSRI,49,2,finlayson_expression,0.25999999999999995,0.013051090243514245
class_SSRI,49,2,finlayson_concat,0.33,0.014385353095030515
class_SSRI,50,0,finlayson_structure,0.6666666666666667,0.028298204527712725
class_SSRI,50,0,finlayson_expression,0.5433333333333333,0.02119309262166405
class_SSRI,50,0,finlayson_concat,0.6866666666666666,0.03057889822595705
class_SSRI,50,1,finlayson_structure,0.88,0.15357142857142858
class_SSRI,50,1,finlayson_expression,0.72,0.03736413043478261
class_SSRI,50,1,finlayson_concat,0.8699999999999999,0.12702702702702703
class_SSRI,50,2,finlayson_structure,0.47,0.028933375039099155
class_SSRI,50,2,finlayson_expression,0.51,0.019457013574660634
class_SSRI,50,2,finlayson_concat,0.5,0.027104784978800728
class_SSRI,51,0,finlayson_structure,0.6466666666666667,0.026830135039090264
class_SSRI,51,0,finlayson_expression,0.4533333333333333,0.01779500158177792
class_SSRI,51,0,finlayson_concat,0.6266666666666667,0.025833333333333333
class_SSRI,51,1,finlayson_structure,0.8566666666666666,0.10833333333333334
class_SSRI,51,1,finlayson_expression,0.6666666666666667,0.03221778221778222
class_SSRI,51,1,finlayson_concat,0.8333333333333334,0.08472222222222223
