se,n_pos,prev,struct,expr,blend,expr_minus_struct,blend_gain,family
Oedema,262,0.4906367041198501,0.5830433318365514,0.5259177144140099,0.5421531207903008,-0.0571256174225415,-0.0408902110462506,systemic/organ
Oedema peripheral,193,0.3614232209737827,0.6167018674122133,0.5380699861729444,0.5607858629753999,-0.0786318812392689,-0.0559160044368134,systemic/organ
Oesophagitis,87,0.1629213483146067,0.4904214559386974,0.4807786263467818,0.4724472215793669,-0.0096428295919155,-0.0179742343593304,other
Oliguria,53,0.099250936329588,0.536460989291178,0.4953908916173067,0.498568234417291,-0.0410700976738713,-0.037892754873887,other
Opportunistic infection,33,0.0617977528089887,0.722010524405734,0.4738401983910966,0.6796709611080869,-0.2481703260146374,-0.0423395632976471,other
Optic neuritis,34,0.0636704119850187,0.5733529411764706,0.5401764705882353,0.6273529411764707,-0.0331764705882353,0.054,other
Oral candidiasis,45,0.0842696629213483,0.6281299704612588,0.5445580549875029,0.621177005226085,-0.0835719154737559,-0.0069529652351738,other
Oropharyngeal discomfort,57,0.1067415730337078,0.5806024495200265,0.5024826216484608,0.5152083563205708,-0.0781198278715656,-0.0653940931994556,other
Oropharyngeal pain,81,0.1516853932584269,0.5618782874117679,0.5301828686670482,0.5646853623306898,-0.0316954187447197,0.0028070749189218,other
Orthostatic hypotension,137,0.2565543071161049,0.719355016639394,0.5214105793450882,0.5837209729908621,-0.1979444372943058,-0.1356340436485319,other
Osteoarthritis,115,0.2153558052434457,0.5575801598007679,0.4864584414236795,0.5062778873093287,-0.0711217183770883,-0.0513022724914392,other
Osteoporosis,34,0.0636704119850187,0.7139411764705882,0.46,0.6105294117647058,-0.2539411764705881,-0.1034117647058824,other
Otitis media,52,0.097378277153558,0.5347111394829237,0.4147382700287264,0.4522023619533992,-0.1199728694541972,-0.0825087775295244,other
Pain,304,0.5692883895131086,0.5564359267734553,0.4988987414187643,0.510883867276888,-0.057537185354691,-0.0455520594965673,other
Pain in extremity,115,0.2153558052434457,0.5738922901317838,0.5515201826294489,0.5781259728131161,-0.0223721075023348,0.0042336826813322,other
Pallor,52,0.097378277153558,0.5987472071496969,0.5700606447494414,0.5946776252792849,-0.0286865624002554,-0.0040695818704119,other
Palpitations,233,0.4363295880149813,0.6762437083826445,0.5998602654955584,0.6270942352387606,-0.0763834428870861,-0.0491494731438838,other
Pancreatitis,164,0.3071161048689138,0.621044825313118,0.4608767303889255,0.4946934739617666,-0.1601680949241924,-0.1263513513513513,other
Pancreatitis acute,31,0.0580524344569288,0.512088757775925,0.4196113640736227,0.4795100365548643,-0.0924773937023022,-0.0325787212210606,other
Pancytopenia,151,0.2827715355805243,0.6471218854287345,0.550239482648315,0.5800494527345978,-0.0968824027804194,-0.0670724326941366,other
Paraesthesia,297,0.5561797752808989,0.6388356135191579,0.4913125630425208,0.5243432922757818,-0.147523050476637,-0.114492321243376,other
Paraesthesia oral,30,0.0561797752808988,0.5903439153439154,0.5021164021164021,0.5871031746031746,-0.0882275132275133,-0.0032407407407407,other
Paralysis,47,0.0880149812734082,0.4803180567084625,0.5088033553235178,0.4683909301411158,0.0284852986150553,-0.0119271265673466,other
Paranoia,52,0.097378277153558,0.6976141078838174,0.609998404085541,0.6727976380466008,-0.0876157037982764,-0.0248164698372166,other
Parkinsonism,35,0.0655430711610486,0.8172917263097624,0.7565989121099342,0.7977097051245349,-0.0606928141998281,-0.0195820211852275,on-target/neuro-endocrine
Parosmia,49,0.0917602996254681,0.4353881758889122,0.5407111298127498,0.496191878813381,0.1053229539238375,0.0608037029244687,other
Pelvic pain,37,0.0692883895131086,0.6953069769971179,0.4613083908858557,0.6329327315242809,-0.2339985861112621,-0.0623742454728369,other
Peptic ulcer,47,0.0880149812734082,0.6160164271047228,0.6077591856350212,0.6216960111844119,-0.0082572414697016,0.005679584079689,other
Pericardial effusion,27,0.0505617977528089,0.7050916794506538,0.4662867996201328,0.6423405654174884,-0.2388048798305209,-0.0627511140331653,other
Pericarditis,33,0.0617977528089887,0.5267646525131554,0.5147281195185387,0.5305752132099437,-0.0120365329946167,0.0038105606967883,other
Periorbital oedema,28,0.0524344569288389,0.5918266516092602,0.4259599096555618,0.534867306606437,-0.1658667419536983,-0.0569593450028231,systemic/organ
Peripheral coldness,33,0.0617977528089887,0.7018085042037139,0.6060001209701809,0.7296316457993105,-0.095808383233533,0.0278231415955966,other
Peripheral sensory neuropathy,27,0.0505617977528089,0.6758711374095988,0.6239316239316238,0.6938417707648477,-0.0519395134779749,0.0179706333552488,other
Peripheral vascular disorder,31,0.0580524344569288,0.5551850189187456,0.5713461168473033,0.5587763740139806,0.0161610979285576,0.003591355095235,other
Petechiae,59,0.1104868913857678,0.632149866190901,0.511364852809991,0.584335414808207,-0.1207850133809099,-0.0478144513826939,other
Pharyngitis,176,0.3295880149812734,0.5880840528186897,0.5461052564753681,0.5602621889283901,-0.0419787963433215,-0.0278218638902996,other
Phlebitis,63,0.1179775280898876,0.4819869915411315,0.356114986688235,0.3897145553196508,-0.1258720048528965,-0.0922724362214807,other
Photophobia,77,0.1441947565543071,0.594106112705675,0.4896700673505925,0.5392025917190031,-0.1044360453550825,-0.0549035209866719,other
Photosensitivity reaction,172,0.3220973782771535,0.6412373120904535,0.5098772966722342,0.5471219324168058,-0.1313600154182193,-0.0941153796736476,other
Pigmentation disorder,25,0.046816479400749,0.5066404715127701,0.4695481335952849,0.5310019646365423,-0.0370923379174852,0.0243614931237721,other
Platelet count decreased,50,0.0936329588014981,0.6299173553719009,0.6044214876033057,0.6242148760330578,-0.0254958677685951,-0.005702479338843,other
Pleural effusion,55,0.1029962546816479,0.6099070032264188,0.5140254317707345,0.56621749857658,-0.0958815714556843,-0.0436895046498387,other
Pneumonia,170,0.3183520599250936,0.6163542340012927,0.5439883645765999,0.5615061409179056,-0.0723658694246928,-0.0548480930833871,other
Pneumothorax,29,0.0543071161048689,0.4163878456811198,0.4223284397405258,0.3855240696483442,0.005940594059406,-0.0308637760327756,other
Pollakiuria,160,0.299625468164794,0.6366978609625669,0.546524064171123,0.5660093582887701,-0.0901737967914438,-0.0706885026737967,other
Polyneuropathy,26,0.048689138576779,0.68057238037553,0.4991671714112659,0.657404603270745,-0.1814052089642641,-0.023167777104785,other
Polyp,47,0.0880149812734082,0.6164096290794705,0.5419633885272402,0.6018611560138057,-0.0744462405522302,-0.0145484730656647,other
Polyuria,101,0.1891385767790262,0.5922758557610958,0.5271305421535225,0.5377175130908011,-0.0651453136075732,-0.0545583426702946,other
Pregnancy,34,0.0636704119850187,0.5958823529411765,0.5467647058823529,0.6042941176470588,-0.0491176470588236,0.0084117647058822,other
Priapism,38,0.0711610486891385,0.7855475382003394,0.6787457555178269,0.7890492359932089,-0.1068017826825125,0.0035016977928694,other
Proctalgia,32,0.0599250936329588,0.5256474103585658,0.5195468127490039,0.5418949203187251,-0.0061005976095618,0.0162475099601593,other
Prostatic disorder,32,0.0599250936329588,0.6226967131474104,0.5350473107569721,0.5514815737051793,-0.0876494023904382,-0.0712151394422311,other
Protein urine present,73,0.1367041198501872,0.6186372685941819,0.5056309987222536,0.5702611951386206,-0.1130062698719283,-0.0483760734555612,systemic/organ
Proteinuria,72,0.1348314606741573,0.6391895141895142,0.5124158249158248,0.5881433381433381,-0.1267736892736893,-0.0510461760461761,other
Prurigo,40,0.0749063670411985,0.5674089068825912,0.5558704453441297,0.5480263157894737,-0.0115384615384614,-0.0193825910931174,other
Pruritus,401,0.7509363295880149,0.5260345377158608,0.5238032737704611,0.5333095831848949,-0.0022312639453997,0.007275045469034,other
Psoriasis,46,0.0861423220973782,0.5360833927298647,0.5199572344975053,0.5270402708481825,-0.0161261582323594,-0.0090431218816822,other
Psychotic disorder,115,0.2153558052434457,0.6063920307149527,0.5842274566773893,0.6122652277679776,-0.0221645740375634,0.0058731970530249,other
Pulmonary embolism,83,0.1554307116104868,0.6100766703176341,0.5654903427457056,0.6106911014345631,-0.0445863275719284,0.0006144311169289,other
Pulmonary fibrosis,30,0.0561797752808988,0.5226851851851853,0.6166005291005292,0.6047619047619047,0.0939153439153439,0.0820767195767194,other
Pulmonary function test decreased,31,0.0580524344569288,0.6528570512409415,0.522798691720644,0.6568331943820945,-0.1300583595202975,0.003976143141153,other
Pulmonary oedema,83,0.1554307116104868,0.5177784307963562,0.5396842358346913,0.5262201800550317,0.021905805038335,0.0084417492586754,systemic/organ
Purpura,110,0.2059925093632958,0.5466552315608919,0.5281303602058319,0.5394511149228131,-0.0185248713550599,-0.0072041166380788,other
Pyelonephritis,26,0.048689138576779,0.5423228346456692,0.5033313143549365,0.5071168988491823,-0.0389915202907327,-0.0352059357964869,other
Rash,444,0.8314606741573034,0.612062062062062,0.5674924924924925,0.5858108108108109,-0.0445695695695695,-0.0262512512512511,other
Rash erythematous,55,0.1029962546816479,0.6286961472765231,0.5310305560827482,0.5970772442588727,-0.0976655911937749,-0.0316189030176504,other
Rash generalised,32,0.0599250936329588,0.5685383466135459,0.6489666334661355,0.6476593625498007,0.0804282868525896,0.0791210159362548,other
Rash maculo-papular,93,0.1741573033707865,0.5852778387340599,0.5197864091873309,0.5445834247677566,-0.065491429546729,-0.0406944139663033,other
Rash papular,28,0.0524344569288389,0.4968238283455675,0.4332298136645963,0.4824957651044607,-0.0635940146809712,-0.0143280632411067,other
Rash pustular,61,0.1142322097378277,0.5437216234013794,0.4722559179288116,0.5058052888781062,-0.0714657054725678,-0.0379163345232732,other
Rectal haemorrhage,80,0.149812734082397,0.5572411894273128,0.5363160792951542,0.5501376651982379,-0.0209251101321585,-0.0071035242290748,other
Renal failure,152,0.2846441947565543,0.6563791678148252,0.4717897492422155,0.5334975199779554,-0.1845894185726097,-0.1228816478368698,systemic/organ
Renal failure acute,115,0.2153558052434457,0.704596866244682,0.4569471827332158,0.5510843623534296,-0.2476496835114662,-0.1535125038912523,systemic/organ
Renal impairment,107,0.2003745318352059,0.6156186390597298,0.4554050209021865,0.5078246405042789,-0.1602136181575432,-0.1077939985554509,systemic/organ
Renal pain,33,0.0617977528089887,0.6400532268795742,0.4299885078328192,0.5868263473053892,-0.210064719046755,-0.053226879574185,systemic/organ
Respiratory depression,31,0.0580524344569288,0.6528570512409415,0.522798691720644,0.6568331943820945,-0.1300583595202975,0.003976143141153,other
Respiratory distress,37,0.0692883895131086,0.6256457664908369,0.4878459948882484,0.5730599815106858,-0.1377997716025885,-0.052585784980151,other
Respiratory failure,69,0.1292134831460674,0.5427769985974754,0.5329904940003117,0.5386629266012155,-0.0097865045971636,-0.0041140719962599,other
Respiratory tract infection,47,0.0880149812734082,0.501376206911617,0.5350605094150029,0.5169732185766088,0.0336843025033859,0.0155970116649918,other
Rhabdomyolysis,84,0.1573033707865168,0.623994708994709,0.5775925925925925,0.6116666666666666,-0.0464021164021164,-0.0123280423280424,other
Rhinitis,178,0.3333333333333333,0.5455119303118293,0.5317510415351597,0.5378108824643353,-0.0137608887766695,-0.007701047847494,other
Rhinorrhoea,54,0.1011235955056179,0.5395061728395062,0.6052854938271606,0.5869212962962962,0.0657793209876543,0.04741512345679,other
Salivary hypersecretion,72,0.1348314606741573,0.6657948532948533,0.515993265993266,0.6188973063973063,-0.1498015873015873,-0.0468975468975469,other
Scotoma,57,0.1067415730337078,0.5462135422413477,0.5032182132480046,0.5217183419765347,-0.042995328993343,-0.024495200264813,other
Seborrhoeic dermatitis,47,0.0880149812734082,0.5130411988291319,0.5382061252129844,0.5680020970771986,0.0251649263838524,0.0549608982480667,other
Sensory loss,50,0.0936329588014981,0.6691735537190082,0.5920661157024794,0.65,-0.0771074380165288,-0.0191735537190081,other
Sepsis,93,0.1741573033707865,0.7029966108307122,0.6199253895106429,0.6814424694609027,-0.0830712213200692,-0.0215541413698094,other
Serotonin syndrome,26,0.048689138576779,0.8990006056935191,0.7239551786795881,0.9058903694730468,-0.175045427013931,0.0068897637795275,on-target/neuro-endocrine
Sexual dysfunction,44,0.0823970037453183,0.575834879406308,0.5853896103896103,0.5991187384044527,0.0095547309833023,0.0232838589981447,other
Shock,263,0.4925093632958801,0.6015882592285999,0.5235923842128155,0.5373283010396643,-0.0779958750157844,-0.0642599581889356,other
Sinus bradycardia,39,0.0730337078651685,0.4321678321678322,0.4985754985754986,0.5053095053095054,0.0664076664076663,0.0731416731416731,other
Sinus congestion,41,0.0767790262172284,0.4914658882897145,0.5748775540493741,0.5392074407559492,0.0834116657596595,0.0477415524662346,other
Sinus tachycardia,26,0.048689138576779,0.6985160508782555,0.4562386432465172,0.6437764990914597,-0.2422774076317382,-0.0547395517867957,other
Sinusitis,178,0.3333333333333333,0.5468059588435804,0.5368955939906578,0.5376057315995455,-0.0099103648529226,-0.0092002272440349,other
Skin discolouration,79,0.147940074906367,0.4547503129781611,0.4679927667269439,0.4481012658227848,0.0132424537487828,-0.0066490471553763,other
Skin disorder,302,0.5655430711610487,0.603548184517013,0.5554778488239324,0.570264329755652,-0.0480703356930806,-0.0332838547613609,other
Skin exfoliation,80,0.149812734082397,0.534966960352423,0.532874449339207,0.5310022026431718,-0.0020925110132159,-0.0039647577092511,other
Skin hyperpigmentation,38,0.0711610486891385,0.593060271646859,0.5081175721561969,0.5718378607809846,-0.0849426994906621,-0.0212224108658743,other
Skin irritation,25,0.046816479400749,0.5067976424361493,0.4982318271119842,0.5144204322200393,-0.008565815324165,0.0076227897838899,other
Skin ulcer,62,0.1161048689138576,0.5192386550027337,0.496822033898305,0.5163340623291417,-0.0224166211044286,-0.0029045926735919,other
Sleep disorder,104,0.1947565543071161,0.6131037567084079,0.5384168157423972,0.5610912343470482,-0.0746869409660107,-0.0520125223613596,other
Sneezing,29,0.0543071161048689,0.500034141345169,0.5872311369067942,0.5952884943666781,0.0871969955616251,0.095254353021509,other
Somnolence,317,0.5936329588014981,0.719679018447717,0.6316416868976145,0.6839320240154676,-0.0880373315501025,-0.0357469944322493,on-target/neuro-endocrine
Speech disorder,63,0.1179775280898876,0.5298419438546826,0.4724160010784214,0.4776059043574967,-0.0574259427762611,-0.0522360394971859,other
Stevens-Johnson syndrome,172,0.3220973782771535,0.5947417448284724,0.4836823846845689,0.518967621739689,-0.1110593601439035,-0.0757741230887834,other
Stomatitis,162,0.3033707865168539,0.6466381255807779,0.5235463958582238,0.5675361741669984,-0.1230917297225541,-0.0791019514137795,other
Stupor,47,0.0880149812734082,0.609200926209096,0.502992703918913,0.5688758792433046,-0.106208222290183,-0.0403250469657914,other
Sudden death,34,0.0636704119850187,0.6468235294117648,0.5597058823529412,0.6446470588235294,-0.0871176470588236,-0.0021764705882354,other
Suicidal ideation,59,0.1104868913857678,0.6920249776984836,0.5550401427297057,0.6466012488849242,-0.1369848349687779,-0.0454237288135593,other
Suicide attempt,45,0.0842696629213483,0.7048852533515111,0.5674164962508521,0.671665530561236,-0.1374687571006589,-0.033219722790275,other
Supraventricular tachycardia,40,0.0749063670411985,0.6159412955465586,0.6293522267206477,0.6492408906882591,0.013410931174089,0.0332995951417004,other
Swelling,78,0.146067415730337,0.4930274403958614,0.5477395411605938,0.538349077822762,0.0547121007647323,0.0453216374269005,other
Swelling face,25,0.046816479400749,0.5313948919449902,0.450294695481336,0.5374459724950884,-0.0811001964636542,0.0060510805500981,other
Syncope,235,0.4400749063670412,0.6076424962641429,0.5866647690884508,0.5986052800113855,-0.0209777271756921,-0.0090372162527574,other
Systemic lupus erythematosus,38,0.0711610486891385,0.7268145161290324,0.5542763157894737,0.6925403225806452,-0.1725382003395587,-0.0342741935483871,other
Tachycardia,248,0.4644194756554307,0.6808171667042635,0.5474988720956463,0.5878355515452289,-0.1333182946086172,-0.0929816151590345,other
Tardive dyskinesia,27,0.0505617977528089,0.8677039959091241,0.7896120973044051,0.8779311856234933,-0.0780918986047189,0.0102271897143692,on-target/neuro-endocrine
Tenderness,47,0.0880149812734082,0.4969636069727817,0.5047839573594304,0.5083227751321595,0.0078203503866486,0.0113591681593777,other
Tendonitis,33,0.0617977528089887,0.6449525192040161,0.6294683360551625,0.648339684267828,-0.0154841831488535,0.0033871650638118,other
Tension,197,0.3689138576779026,0.6053713717633945,0.5775806232960279,0.5971471177454097,-0.0277907484673666,-0.0082242540179847,other
Thinking abnormal,62,0.1161048689138576,0.6036085292509569,0.5567249863313286,0.5649603608529251,-0.0468835429196282,-0.0386481683980317,other
Thirst,103,0.1928838951310861,0.5765999144009191,0.5370216025048994,0.5401977789291105,-0.0395783118960196,-0.0364021354718085,other
Throat irritation,31,0.0580524344569288,0.5549284935548002,0.5552491502597319,0.5716667735522349,0.0003206567049316,0.0167382799974347,other
Throat tightness,26,0.048689138576779,0.7469715324046032,0.59728952150212,0.7303906723198061,-0.1496820109024832,-0.016580860084797,other
Thrombocytopenia,291,0.5449438202247191,0.6690000424250138,0.5525858045903865,0.5926915842914315,-0.1164142378346272,-0.0763084581335822,systemic/organ
Thrombocytopenic purpura,25,0.046816479400749,0.7629862475442043,0.4641257367387034,0.7277013752455795,-0.2988605108055009,-0.0352848722986247,systemic/organ
Thrombocytosis,42,0.0786516853932584,0.6170150987224158,0.5137921022067363,0.6115950445218737,-0.1032229965156794,-0.005420054200542,systemic/organ
Thrombophlebitis,84,0.1573033707865168,0.5285449735449735,0.4402645502645502,0.4653703703703704,-0.0882804232804232,-0.0631746031746031,other
Thrombosis,44,0.0823970037453183,0.6175324675324675,0.4813079777365492,0.5518552875695734,-0.1362244897959182,-0.0656771799628941,other
Tinnitus,193,0.3614232209737827,0.6113077963320317,0.47566590187349,0.49920228526279,-0.1356418944585416,-0.1121055110692416,other
Tongue discolouration,34,0.0636704119850187,0.724,0.518,0.6837058823529412,-0.2059999999999999,-0.0402941176470588,other
Tongue disorder,57,0.1067415730337078,0.6722203832432233,0.5234469822354629,0.6075618816433116,-0.1487734010077603,-0.0646585015999117,other
Tongue oedema,44,0.0823970037453183,0.6631725417439703,0.4493970315398887,0.5673469387755102,-0.2137755102040816,-0.0958256029684601,systemic/organ
Tooth abscess,29,0.0543071161048689,0.5491976783885285,0.4759303516558552,0.506657562307955,-0.0732673267326733,-0.0425401160805735,other
Tooth disorder,49,0.0917602996254681,0.5098253734483484,0.4446875657479486,0.4574794866400168,-0.0651378077003997,-0.0523458868083316,other
Toothache,47,0.0880149812734082,0.5593516536327494,0.4584298134475075,0.5179343789593255,-0.1009218401852419,-0.0414172746734239,other
Torsade de pointes,63,0.1179775280898876,0.7354834361203788,0.5812017659151417,0.7127354834361204,-0.1542816702052371,-0.0227479526842584,other
Toxic epidermal necrolysis,136,0.2546816479400749,0.6100908956547444,0.4870676913981672,0.5259200413833875,-0.1230232042565771,-0.0841708542713568,other
Transaminases increased,46,0.0861423220973782,0.4668567355666429,0.4705541696364932,0.486992159657876,0.0036974340698503,0.020135424091233,systemic/organ
Transient ischaemic attack,42,0.0786516853932584,0.5640727835849787,0.5195509097948122,0.5630081300813008,-0.0445218737901664,-0.0010646535036779,other
Traumatic liver injury,29,0.0543071161048689,0.6682144076476614,0.5701604643222943,0.6660976442471833,-0.0980539433253671,-0.002116763400478,other
Tremor,216,0.4044943820224719,0.6666666666666666,0.5491206615420452,0.5827218728162125,-0.1175460051246214,-0.0839447938504541,on-target/neuro-endocrine
Tubulointerstitial nephritis,56,0.1048689138576779,0.7157426778242677,0.5544680215182307,0.638336820083682,-0.161274656306037,-0.0774058577405857,other
Ulcer,51,0.095505617977528,0.6315511711931149,0.4214265416311452,0.5368408232858362,-0.2101246295619697,-0.0947103479072787,other
Upper respiratory tract infection,164,0.3071161048689138,0.5238793671720501,0.4351351351351351,0.4474950560316414,-0.0887442320369149,-0.0763843111404086,other
Urethral disorder,194,0.3632958801498127,0.6288508186779866,0.5809278350515464,0.6035627653123106,-0.0479229836264402,-0.025288053365676,other
Urinary incontinence,88,0.1647940074906367,0.5351355483081941,0.4669282511210762,0.4945729718711781,-0.0682072971871178,-0.0405625764370159,other
Urinary retention,128,0.2397003745318352,0.6985067733990148,0.6043526785714286,0.6482065886699507,-0.0941540948275861,-0.050300184729064,other
Urinary tract disorder,193,0.3614232209737827,0.6469998328597693,0.5886375032288453,0.6213058210383967,-0.0583623296309239,-0.0256940118213725,other
Urinary tract infection,167,0.3127340823970037,0.5508166228850202,0.5572778149423224,0.5635105810178009,0.0064611920573022,0.0126939581327807,other
Urine abnormality,32,0.0599250936329588,0.5296937250996017,0.6381349601593626,0.6429905378486056,0.1084412350597608,0.1132968127490039,systemic/organ
Urine analysis abnormal,37,0.0692883895131086,0.5223775082930012,0.5553863722877808,0.5706128663875143,0.0330088639947795,0.048235358094513,systemic/organ
Urine output increased,95,0.1779026217228464,0.6255125284738041,0.5222635175638413,0.5606521999760221,-0.1032490109099628,-0.064860328497782,systemic/organ
Urticaria,335,0.6273408239700374,0.5791194779869496,0.5737793444836121,0.5856146403660092,-0.0053401335033375,0.0064951623790595,other
VIIth nerve paralysis,27,0.0505617977528089,0.4601504857915114,0.582219300168018,0.5250200891226532,0.1220688143765066,0.0648696033311417,other
Vaginal discharge,43,0.0805243445692883,0.7181357457490646,0.5265476246862123,0.639511201629328,-0.1915881210628522,-0.0786245441197366,other
Vaginal haemorrhage,61,0.1142322097378277,0.6063494264028004,0.5763005580009011,0.5938723876200048,-0.0300488684018993,-0.0124770387827956,other
Vaginal infection,81,0.1516853932584269,0.5951816422750933,0.508952661270542,0.5461532172348948,-0.0862289810045513,-0.0490284250401984,other
Vaginal inflammation,72,0.1348314606741573,0.5825817700817701,0.5015933140933141,0.5482202982202983,-0.080988455988456,-0.0343614718614718,other
Vascular purpura,100,0.1872659176029962,0.588479262672811,0.5388940092165899,0.5711751152073732,-0.0495852534562211,-0.0173041474654378,other
Vasculitis,86,0.1610486891385767,0.559359426910299,0.5726484634551494,0.5843023255813953,0.0132890365448503,0.0249428986710962,other
Vasodilation procedure,62,0.1161048689138576,0.5145229633679607,0.6203184800437398,0.5791416074357573,0.1057955166757791,0.0646186440677966,other
Ventricular arrhythmia,56,0.1048689138576779,0.610393006575015,0.5857367005379558,0.6252988643156008,-0.0246563060370592,0.0149058577405857,other
Ventricular extrasystoles,73,0.1367041198501872,0.5532641963569369,0.4611475945680919,0.4775205776602383,-0.0921166017888449,-0.0757436186966986,other
Ventricular fibrillation,62,0.1161048689138576,0.5268247676325861,0.4830508474576271,0.5073469108802624,-0.0437739201749589,-0.0194778567523237,other
Ventricular tachycardia,81,0.1516853932584269,0.6530945956994523,0.5381952961055242,0.5886408851824598,-0.114899299593928,-0.0644537105169924,other
Vertigo,242,0.4531835205992509,0.6246886674968868,0.5047548964111853,0.5265623231065323,-0.1199337710857014,-0.0981263443903545,other
Viral infection,63,0.1179775280898876,0.5739898223974658,0.4838068277558723,0.5365483773127085,-0.0901829946415934,-0.0374414450847572,other
Vision blurred,231,0.4325842696629213,0.5724858200105725,0.5564699327075565,0.5743860100295743,-0.0160158873030159,0.0019001900190018,other
Visual acuity reduced,41,0.0767790262172284,0.5811111660812349,0.4820165240191956,0.5661208133379508,-0.0990946420620393,-0.014990352743284,other
Visual impairment,188,0.352059925093633,0.5689337104907145,0.5253043906038617,0.5325759439183373,-0.0436293198868528,-0.0363577665723772,other
Vomiting,440,0.8239700374531835,0.6482591876208896,0.559477756286267,0.5924081237911025,-0.0887814313346226,-0.0558510638297871,other
Vulvovaginal candidiasis,36,0.0674157303370786,0.7039268183846497,0.4298862115127176,0.6276215975011156,-0.274040606871932,-0.076305220883534,other
Vulvovaginal mycotic infection,38,0.0711610486891385,0.7140810696095077,0.492731324278438,0.6621922750424448,-0.2213497453310696,-0.0518887945670628,other
Weight decreased,161,0.301498127340824,0.5545101826719732,0.5719947379814497,0.5763242469152249,0.0174845553094765,0.0218140642432517,other
Weight increased,164,0.3071161048689138,0.6681443638760712,0.6046967699406725,0.6412656558998023,-0.0634475939353987,-0.0268787079762689,other
Wheezing,66,0.1235955056179775,0.5237308987308987,0.4999676249676249,0.52000777000777,-0.0237632737632738,-0.0037231287231287,other
White blood cell count decreased,37,0.0692883895131086,0.5915492957746479,0.4677796508782424,0.5591929958127142,-0.1237696448964054,-0.0323562999619336,other
Yawning,26,0.048689138576779,0.7231980617807389,0.4671411265899455,0.677771047849788,-0.2560569351907933,-0.0454270139309508,other
