se,struct_s1,expr_s1,struct_s2,expr_s2
Jaundice cholestatic,0.6017038777908343,0.5580493537015276,0.6329024676850764,0.5784958871915393
Joint swelling,0.47987403378184945,0.4761523046092184,0.37308903521328374,0.4576581734898369
Keratitis,0.6352237654320988,0.47318672839506165,0.6114197530864198,0.5046682098765433
Lacrimal disorder,0.41362433862433867,0.481547619047619,0.4315476190476191,0.5281746031746032
Lacrimation increased,0.63084285377279,0.5951875442321303,0.5985576112964649,0.5634752131567419
Laryngeal oedema,0.5910307898259706,0.5331883087907183,0.6214859437751004,0.5194667559125391
Laryngeal pain,0.45597369382535624,0.5398855194251614,0.5081394876791296,0.48654244306418215
Laryngitis,0.5554012345679012,0.4701774691358025,0.5795138888888889,0.44953703703703696
Laryngospasm,0.6286641929499073,0.5590909090909091,0.6263450834879407,0.5032467532467533
Lethargy,0.5591548995804314,0.5677379507166742,0.5731476157008072,0.595148339829191
Leukocytoclastic vasculitis,0.44849699398797593,0.3751503006012024,0.5168050386487261,0.3862009733753221
Leukocytosis,0.6101506419977757,0.5114076770127725,0.602669093114953,0.5131264112155831
Leukopenia,0.6585629921259842,0.5065382452193474,0.6573115860517436,0.485025309336333
Libido decreased,0.586810577441986,0.514214786832164,0.6022665947112791,0.5250512682137074
Libido increased,0.6951167527115996,0.5687491119215649,0.682612608345569,0.5670440013261971
Liver disorder,0.5086892488954345,0.48251630549126867,0.5302335367136546,0.5037660424994741
Liver function test abnormal,0.5435697555262773,0.4677389840433319,0.4961755233494364,0.46673254281949933
Liver injury,0.5936632163595051,0.48898636707902043,0.5975448119161828,0.4982643271901035
Loss of consciousness,0.6218806458897923,0.5719427506775068,0.6066508581752484,0.5842225609756098
Loss of libido,0.5446033476559995,0.6105944975309434,0.5487077534791253,0.5769896748541012
Lower respiratory tract infection,0.48769841269841274,0.5195767195767196,0.4478835978835979,0.5241402116402116
Lung disorder,0.5597410865874363,0.5592105263157894,0.6082342954159592,0.4876379456706282
Lymphadenopathy,0.5875210299173433,0.5589691073562041,0.5716236315314657,0.5485090093385023
Lymphoma,0.6158742632612967,0.44251473477406683,0.6703339882121807,0.4724557956777996
Lymphopenia,0.7801585887384177,0.6372059871703493,0.7645224518888097,0.6060673556664291
Malaise,0.5216676201372997,0.4787185354691076,0.5141161327231121,0.4882294050343249
Malnutrition,0.6253304217905988,0.5579100103436387,0.6398115159177106,0.5613722560625215
Mania,0.6391350210970463,0.5547468354430379,0.6601617440225035,0.5982770745428974
Mediastinal disorder,0.597508769417997,0.5486863769775931,0.5603407545278831,0.5428878230367242
Melaena,0.6119547492865879,0.4995413779046066,0.590424989808398,0.48198634325315937
Memory impairment,0.5589509862522415,0.6176778242677824,0.5116930663478781,0.5916019127316198
Menopausal symptoms,0.607620075553157,0.5141068537506747,0.6126497571505667,0.49843497031840256
Menorrhagia,0.5881266299623297,0.5205375253549696,0.5684946392350043,0.5208635178209216
Menstrual disorder,0.6166790883772016,0.5475620758639627,0.6342133134585964,0.546346055780018
Menstruation irregular,0.7499592147479471,0.6227092283430311,0.6868236445701235,0.6851378541519386
Mental disability,0.5736669723568715,0.5293331586532163,0.5842001834141229,0.5309576837416481
Mental disorder,0.6027602760276027,0.5217807495035217,0.5937022273655937,0.5328818596145328
Metabolic acidosis,0.551434184675835,0.43442043222003923,0.6479371316306484,0.4788998035363458
Metrorrhagia,0.5515480370252154,0.5392594956910309,0.5545004787743377,0.5760453239706351
Micturition urgency,0.611449864498645,0.44463801780874945,0.6516163375919474,0.4295392953929539
Migraine,0.5196205951213656,0.5855762111540233,0.5722490144678127,0.5914393772637224
Mood swings,0.5217627401837929,0.5107560568086884,0.5350668337510442,0.5379281537176275
Mouth ulceration,0.5267531565499963,0.409892590479498,0.5560241113288518,0.4463572544836653
Mucosal inflammation,0.76971534125894,0.8020650783877231,0.7599109553355752,0.7975654809832805
Multiple fractures,0.6907435808638006,0.6026814426359275,0.7419482511255133,0.5206550239944591
Muscle contractions involuntary,0.6471626199887069,0.6595143986448334,0.5530067758328628,0.6498447204968943
Muscle relaxant therapy,0.567526455026455,0.45125661375661374,0.5877645502645503,0.45357142857142857
Muscle rigidity,0.7458474956711345,0.6820368113897262,0.8078625024049253,0.6851151157570704
Muscle spasms,0.6030204962243797,0.5439769866954333,0.5643869111830278,0.5163322545846818
Muscle twitching,0.6215917697551123,0.5084574602373138,0.6100100984599848,0.5465791466801313
Muscular weakness,0.6044806438507226,0.45603513320048755,0.584031418677088,0.44918648068254363
Musculoskeletal chest pain,0.39983343428225315,0.4599485160508783,0.41437007874015747,0.534221683827983
Musculoskeletal discomfort,0.6392664509169363,0.5466666666666666,0.6220640057533261,0.5311183027687882
Musculoskeletal disorder,0.4329194427619624,0.6652029073288916,0.5408843125378558,0.6327983040581465
Musculoskeletal pain,0.5249502629929413,0.5363148284413921,0.5638950208486633,0.5302101218216009
Musculoskeletal stiffness,0.6938588740217118,0.525782630648826,0.6464907851552638,0.5198497854077253
Myalgia,0.6144512400403995,0.4211648524295814,0.6070166086858939,0.45773482212995176
Mydriasis,0.8496109318656292,0.6732207249952552,0.869614727652306,0.6709812108559499
Myocardial infarction,0.5991459308532479,0.5243984561057732,0.5838712326517205,0.4955571979962224
Myocardial ischaemia,0.538231917336395,0.507397080531409,0.6330326390027883,0.4848942102673446
Myoclonus,0.6738922972051806,0.5194274028629857,0.6458077709611452,0.5212906157691434
Myopathy,0.5928925619834711,0.5832231404958679,0.5651652892561984,0.5604958677685951
Myositis,0.5985113083309476,0.6036072144288578,0.5699398797595191,0.5524191239622102
Nail disorder,0.546195652173913,0.5424982181040627,0.5416072701354242,0.6296774768353528
Nasal congestion,0.5944131399112816,0.49348998920992687,0.6347440354873517,0.524325620429205
Nasopharyngitis,0.4862765896993919,0.5662114295455836,0.47563123899001764,0.5256757524671831
Nausea,0.7110579374730318,0.46942297885694106,0.6939944298434866,0.5604283528811831
Neck pain,0.5357443718228032,0.5067828612926653,0.49435003631082064,0.48310820624546114
Necrosis,0.5693077383218228,0.5109032573821307,0.6137364728914024,0.5325466311381805
Neoplasm,0.5565552385828884,0.5503133152902739,0.5895203959720089,0.5195669665715749
Neoplasm malignant,0.6039894031478884,0.6259934548854604,0.6069502882967118,0.6199158485273492
Nephrolithiasis,0.6508947528055808,0.48326761702557874,0.6076230916995249,0.4899066491423179
Nephropathy,0.5493386243386243,0.43697089947089945,0.4640873015873016,0.48174603174603176
Nephrotic syndrome,0.6476613178559235,0.5321270058040286,0.6551041311027654,0.4782519631273472
Nervous system disorder,0.601471489883507,0.5498695336004449,0.6049078180029372,0.5120128897951035
Nervousness,0.6177531909817489,0.5662203268519623,0.6059883096743409,0.5562149588452822
Neuralgia,0.5616125760649088,0.4579831932773109,0.5786004056795132,0.4690669371196754
Neuritis,0.6780034162080091,0.4906433858417157,0.6720060732586828,0.48160941355095843
Neuroleptic malignant syndrome,0.8248987854251013,0.7725202429149798,0.817257085020243,0.7771255060728746
Neuropathy peripheral,0.6044431433775697,0.5732175383814728,0.5813979963570127,0.5438947436898256
Neutropenia,0.7317028009695664,0.5125908968489092,0.7041475895502289,0.5788782655534608
Night sweats,0.5111454046639231,0.5204903978052127,0.5289351851851852,0.5232338820301784
Nightmare,0.6634459632271449,0.5459092329989486,0.6800420585978573,0.5403108926084856
Nocturia,0.5874433412475718,0.4856194690265487,0.5492661342542628,0.4559680552557738
Non-Hodgkin's lymphoma,0.621441550575409,0.45601150817686253,0.6748940036341612,0.43625075711689887
Nuchal rigidity,0.6517482517482519,0.5048951048951049,0.6130536130536131,0.49531209531209525
Nystagmus,0.6203416488269474,0.5194198086417057,0.6194241775525361,0.5562497269430731
Ocular hyperaemia,0.5162780133252575,0.5501968503937008,0.6365838885523925,0.49023319200484555
Oculogyric crisis,0.8132023575638506,0.6976817288801571,0.8088015717092338,0.7076620825147347
Oedema,0.61102379883251,0.5341546924113156,0.5908874045801527,0.5559469016614279
Oedema peripheral,0.6066886481394254,0.5127406439457249,0.6281737650616139,0.5566377463419081
Oesophagitis,0.5690812311964822,0.47201007997120004,0.5284527758492119,0.496772866363239
Oliguria,0.5144941748715333,0.5121798140666065,0.5449339034244696,0.4988820460518574
Opportunistic infection,0.7535837416076937,0.4370652634125688,0.7785640839533056,0.43700477832214357
Optic neuritis,0.6342941176470589,0.5225294117647059,0.5979411764705882,0.46094117647058824
Oral candidiasis,0.6638036809815951,0.5107021131561008,0.6118154964780731,0.536696205407862
Oropharyngeal discomfort,0.5387840670859538,0.46125271249402333,0.5711133178859098,0.4799367391224392
Oropharyngeal pain,0.5105333442345952,0.5517673670727387,0.5375684735508135,0.5472705965715532
Orthostatic hypotension,0.7236021989740573,0.5064443177848462,0.721818750114913,0.5306771589843535
Osteoarthritis,0.5642627373664003,0.4843208467365363,0.5802635675002594,0.5016706443914081
Osteoporosis,0.6212941176470589,0.41211764705882353,0.7078823529411765,0.45123529411764707
Otitis media,0.5620012767315672,0.4758617938078519,0.5754867539099904,0.4307772103415257
Pain,0.582308352402746,0.49929919908466813,0.5868993135011442,0.4972826086956522
Pain in extremity,0.5508560755421812,0.5632873300819757,0.5439452111653005,0.5317007367437999
Pallor,0.5893712097031599,0.5498723268432811,0.5637966804979253,0.5437280561761889
Palpitations,0.6820897437725465,0.6182966649081032,0.6755735531062411,0.5923602298490012
Pancreatitis,0.6128378378378379,0.47112722478576136,0.6194133157547791,0.4936058009228741
Pancreatitis acute,0.5167062143269416,0.4845764124927852,0.5129865965497338,0.4516770345667928
Pancytopenia,0.6431794995936576,0.5328099873774489,0.6611796033406532,0.5589196479518614
Paraesthesia,0.6504425407378993,0.5296708292488883,0.6517495631419682,0.5395019108099277
Paraesthesia oral,0.5980820105820106,0.5406746031746031,0.5613756613756614,0.5118386243386244
Paralysis,0.49954126436279433,0.49202673773428285,0.44021145528419764,0.5536720695530604
Paranoia,0.702760932014044,0.6487791254388765,0.6761091605489946,0.612871050111714
Parkinsonism,0.7568279415974808,0.7646722015459491,0.8061265387918695,0.7397079874033782
Parosmia,0.4512097622554176,0.52442667788765,0.4463286345466022,0.5160109404586577
Pelvic pain,0.7034640274076894,0.3986078633965958,0.6805155255859482,0.4184566860623199
Peptic ulcer,0.5932107125693564,0.571846738608065,0.5876185067062781,0.6029096946131329
Pericardial effusion,0.6470889034991599,0.5277960406165534,0.5736722916210096,0.48454963839579224
Pericarditis,0.5788423153692615,0.45623903707736047,0.5743059335873707,0.4535172080082259
Periorbital oedema,0.687111801242236,0.381352343308865,0.6121541501976284,0.4374647092038397
Peripheral coldness,0.6855380148793323,0.623298856831791,0.6453154297465675,0.5911812738160043
Peripheral sensory neuropathy,0.6164803857111549,0.5490539849514208,0.6809847322667836,0.6250273942581634
Peripheral vascular disorder,0.6089270826652985,0.5581991919451036,0.6393894696338102,0.4874623228371705
Petechiae,0.6518822479928635,0.5399821587867975,0.6234076717216771,0.5165388046387154
Pharyngitis,0.5894807008633824,0.5761966734382935,0.569562595226003,0.5555802437785677
Phlebitis,0.4749435513766724,0.4322448016715532,0.550736359653557,0.4037340343072827
Photophobia,0.603853476938816,0.4530677200261446,0.5949870698229559,0.48932905169229024
Photosensitivity reaction,0.648978542978286,0.5607574200179879,0.6469388410638571,0.5494186046511628
Pigmentation disorder,0.5570137524557957,0.43222003929273084,0.612966601178782,0.4969744597249509
Platelet count decreased,0.6372727272727272,0.5066115702479339,0.6562396694214875,0.5608264462809917
Pleural effusion,0.6178401973809072,0.5349402163598406,0.5702410324539761,0.547997722527994
Pneumonia,0.636360698125404,0.5301712992889464,0.6109162895927602,0.5604880413703943
Pneumothorax,0.46541481734380336,0.4824172072379652,0.46951177876408334,0.4800273130761352
Pollakiuria,0.6385695187165774,0.541995320855615,0.6276236631016043,0.5550300802139038
Polyneuropathy,0.7318291944276196,0.541641429436705,0.6947304663840097,0.4357207752877045
Polyp,0.6368561317663507,0.5320022718336318,0.6323124645025995,0.554939053693914
Polyuria,0.6469027965152172,0.5518029863032492,0.6108888025061167,0.541147417282144
Pregnancy,0.6275294117647059,0.6063529411764705,0.6140588235294118,0.562764705882353
Priapism,0.7093590831918506,0.6693548387096775,0.7583297962648555,0.7521752971137521
Proctalgia,0.5132594621513944,0.4549925298804781,0.5202315737051793,0.4391807768924303
Prostatic disorder,0.6109312749003984,0.5219123505976095,0.5539716135458167,0.5232196215139442
Protein urine present,0.6287700947909547,0.504412682376014,0.6245208450955337,0.5849701363920008
Proteinuria,0.6302910052910052,0.5493626743626744,0.6165824915824916,0.5361952861952862
Prurigo,0.664827935222672,0.5407388663967613,0.5902327935222671,0.5948886639676114
Pruritus,0.5625410158813493,0.5043219020118876,0.556147225920162,0.5286970543565898
Psoriasis,0.545571988595866,0.5112259444048467,0.5881147540983608,0.48235923022095506
Psychotic disorder,0.6352391823181488,0.5653004046902563,0.6236380616374391,0.5831690360070562
Pulmonary embolism,0.6019822082120054,0.5315897737290627,0.6224988646381535,0.5250447466139503
Pulmonary fibrosis,0.46276455026455027,0.5907407407407408,0.455952380952381,0.5447089947089947
Pulmonary function test decreased,0.6610658628871929,0.5771179375360739,0.6764573847239146,0.5485153594561663
Pulmonary oedema,0.5401650949696791,0.5293724788288409,0.5234418828306574,0.5859001415863009
Purpura,0.5653087478559177,0.5303387650085764,0.5879502572898799,0.5100986277873071
Pyelonephritis,0.5570109024833434,0.4793307086614173,0.5698061780738946,0.5077225923682617
Rash,0.5925175175175175,0.5608108108108109,0.5363613613613614,0.5102352352352352
Rash erythematous,0.6232302144619473,0.47496678686657806,0.5914594799772253,0.5472006073258682
Rash generalised,0.6323456175298804,0.6134835657370518,0.6099352589641435,0.5901394422310757
Rash maculo-papular,0.5991027235266867,0.5019384097725111,0.6075878380025844,0.5262233925828397
Rash papular,0.6127188029361943,0.5098814229249011,0.6160008469791078,0.44028797289666854
Rash pustular,0.5490590233251308,0.4994627941635186,0.552316916785083,0.5347797456070427
Rectal haemorrhage,0.5255506607929515,0.5095264317180617,0.5102147577092511,0.5373072687224669
Renal failure,0.6650248002204464,0.5038922568200606,0.6521596858638744,0.4843793055938275
Renal failure acute,0.7026460516758328,0.47062363806163743,0.6903808239078553,0.5150357995226731
Renal impairment,0.604084134036639,0.42905294491015344,0.5984153735034691,0.4371949484558646
Renal pain,0.5476320087098531,0.4566019476199117,0.49500998003992014,0.45224702110929654
Respiratory depression,0.6610658628871929,0.5771179375360739,0.6764573847239146,0.5485153594561663
Respiratory distress,0.7174941541138724,0.4722388384360216,0.6343466202621133,0.40719995649573115
Respiratory failure,0.5473897459872215,0.5079632226897304,0.561851332398317,0.4818762661679913
Respiratory tract infection,0.5088033553235178,0.524575123421731,0.47774039931844986,0.4503036393027219
Rhabdomyolysis,0.6270899470899471,0.571031746031746,0.6319576719576718,0.5235449735449735
Rhinitis,0.5451016285822498,0.5784465345284686,0.5679364979169297,0.5501672768589825
Rhinorrhoea,0.5280092592592592,0.554861111111111,0.4949074074074074,0.5917052469135803
Salivary hypersecretion,0.684042809042809,0.5246512746512747,0.6899651274651275,0.5377886002886003
Scotoma,0.6017874875868917,0.5203574975173783,0.5497443819191585,0.4745669204457684
Seborrhoeic dermatitis,0.5218227095984971,0.5268032679453012,0.5429245489099567,0.47843942505133463
Sensory loss,0.6231818181818183,0.5449586776859504,0.6520247933884297,0.6028099173553719
Sepsis,0.6729817374978665,0.6354082851778705,0.6737132128837198,0.5955672591617291
Serotonin syndrome,0.8675045427013931,0.7305420956995761,0.8946093276801939,0.6818594791035736
Sexual dysfunction,0.5587662337662338,0.6393320964749536,0.5606679035250464,0.5788033395176252
Shock,0.5739480588722238,0.5302148078515005,0.5889186648520477,0.531323221977467
Sinus bradycardia,0.43579383579383585,0.43330743330743327,0.44739704739704744,0.40357420357420365
Sinus congestion,0.42512244595062587,0.5441547518923465,0.4835996635828428,0.5579577499628952
Sinus tachycardia,0.7632495457298607,0.4319351907934585,0.6901120533010296,0.38832525741974566
Sinusitis,0.5272535033455372,0.5078746370407777,0.5598251483398561,0.556463830324454
Skin discolouration,0.4835164835164835,0.5077757685352622,0.4733620809570177,0.46818750869383785
Skin disorder,0.5822533683489381,0.5435744462205983,0.5971540306005938,0.5683089746517469
Skin exfoliation,0.5789647577092512,0.5749449339207049,0.5960627753303964,0.573045154185022
Skin hyperpigmentation,0.6270691850594228,0.4953310696095077,0.6172538200339558,0.506578947368421
Skin irritation,0.4031434184675835,0.4888015717092339,0.4584675834970531,0.4689980353634578
Skin ulcer,0.5012301804264625,0.5088846364133406,0.5410743575724439,0.5015035538545654
Sleep disorder,0.604897137745975,0.5609794275491949,0.6420505366726298,0.5644454382826476
Sneezing,0.5606691703653124,0.597473540457494,0.5365653806759986,0.6143393649709799
Somnolence,0.7337801101920365,0.6488392039424908,0.7271220689354402,0.6013897570832545
Speech disorder,0.5834934115188892,0.4213931857243959,0.5486469180736697,0.47177568833619793
Stevens-Johnson syndrome,0.5831620197867147,0.45848323268662466,0.5805441346524476,0.4621450597455994
Stomatitis,0.6532092127970265,0.5199621664675428,0.6137992831541219,0.4884176290986327
Stupor,0.6230066844335707,0.5236576521473196,0.6282930665385119,0.4856044388134038
Sudden death,0.5830588235294117,0.6395882352941177,0.6256470588235293,0.6358823529411765
Suicidal ideation,0.6622658340767172,0.5242462087421945,0.6758608385370206,0.5827297056199822
Suicide attempt,0.6779822767552829,0.5901840490797546,0.643626448534424,0.5554192229038855
Supraventricular tachycardia,0.5752024291497976,0.6454453441295547,0.5016194331983805,0.5554655870445344
Swelling,0.4807973459289248,0.5281713900134952,0.5112460638776428,0.5353407557354926
Swelling face,0.5459332023575638,0.5200785854616896,0.5104125736738703,0.5522200392927308
Syncope,0.6007827510140185,0.5601081619583007,0.5966128228847933,0.5454636020778482
Systemic lupus erythematosus,0.7292020373514432,0.6063773344651952,0.7194397283531409,0.6187924448217318
Tachycardia,0.6708775095871871,0.504539815023686,0.6996390706068125,0.5346971576810287
Tardive dyskinesia,0.88143765066842,0.7904887135656367,0.8960479216889472,0.7876397107166337
Tenderness,0.44195901961640965,0.5684826772685571,0.5091965572982655,0.5628467822971733
Tendonitis,0.5558579810076816,0.626202141172201,0.6557793503901288,0.6027339260872195
Tension,0.6449713054873547,0.5836509060235883,0.628432421033605,0.591001521336366
Thinking abnormal,0.6740705303444505,0.5967400218698743,0.6374043193001641,0.5704620010934938
Thirst,0.5980897889306873,0.46921811997386975,0.6321492127137162,0.4679791859076881
Throat irritation,0.6139293272622331,0.5859680625921888,0.526390046815879,0.5333162316424036
Throat tightness,0.6960932768019382,0.4677468201090248,0.660130224106602,0.4900060569351907
Thrombocytopenia,0.6624807319729046,0.4834895988007863,0.6775981785527413,0.5159447343487054
Thrombocytopenic purpura,0.7258939096267191,0.49901768172888017,0.7023968565815324,0.5019253438113949
Thrombocytosis,0.636759581881533,0.47914246999612853,0.5869628339140535,0.4505903987611305
Thrombophlebitis,0.5431216931216931,0.44468253968253973,0.5288888888888889,0.44407407407407407
Thrombosis,0.6399350649350649,0.5543135435992579,0.5822820037105751,0.5487940630797774
Tinnitus,0.6003221248081687,0.49891358850075207,0.6086107607919409,0.5402580037378633
Tongue discolouration,0.7289411764705882,0.558,0.6911176470588235,0.5181764705882353
Tongue disorder,0.6946927066092905,0.5322373018500128,0.6940674537496783,0.4943911140534775
Tongue oedema,0.7016233766233766,0.47713358070500933,0.7024118738404452,0.4325602968460111
Tooth abscess,0.6307272106520997,0.45844998292932737,0.5865483100034141,0.49354728576305906
Tooth disorder,0.48449400378708185,0.4323585104144751,0.474647590995161,0.4908899642331159
Toothache,0.5576914675171479,0.4585171916641181,0.5491720913976146,0.4091484992791298
Torsade de pointes,0.7326862804569811,0.5825160920702321,0.7258450443163819,0.5766184747076467
Toxic epidermal necrolysis,0.6381540053207213,0.484592078037245,0.6124371859296482,0.4859961572568726
Transaminases increased,0.46730220955096224,0.5294458303635068,0.5238328581610834,0.48044369208838206
Transient ischaemic attack,0.5730739450251646,0.5455865272938444,0.5933023615950446,0.5568621757646148
Traumatic liver injury,0.6297029702970297,0.6236940935472858,0.6170023898941618,0.48992830317514513
Tremor,0.6656912415560216,0.5638976240391335,0.6637403913347311,0.5765781504775216
Tubulointerstitial nephritis,0.7335998206814106,0.5821503287507472,0.6952331141661685,0.6181261207411834
Ulcer,0.6799821377826493,0.44846344334835386,0.6007388462631429,0.395648114318191
Upper respiratory tract infection,0.5457646671061306,0.48617336849044174,0.542139090309822,0.4793836519446275
Urethral disorder,0.6191479684657368,0.5784414796846574,0.6254851425106125,0.5861127956337174
Urinary incontinence,0.5884885854056258,0.4811710150835712,0.6140440277211577,0.4876936404402772
Urinary retention,0.7033174261083743,0.558901631773399,0.7046066810344828,0.6149553571428572
Urinary tract disorder,0.6385820430614012,0.5754334250072175,0.6281281813623448,0.5811313874158601
Urinary tract infection,0.5723702458842533,0.540064285597742,0.5675406679828354,0.5795493481701447
Urine abnormality,0.5876494023904382,0.6081299800796813,0.5436379482071714,0.6599228087649402
Urine analysis abnormal,0.5185708847680679,0.521888085268367,0.5176464190548697,0.5139485562020774
Urine output increased,0.6228269991607721,0.5403668624865124,0.6038124925068936,0.5043759741038245
Urticaria,0.569624240606015,0.5753993849846246,0.5819545488637216,0.5710492762319058
VIIth nerve paralysis,0.48703338446928185,0.5670976696617722,0.5734531375557016,0.5340054058002776
Vaginal discharge,0.6788708378724009,0.5153696774499124,0.6834177994600483,0.4930137829773125
Vaginal haemorrhage,0.6040273108515578,0.6217724326759783,0.6310608948809483,0.6280802689495025
Vaginal infection,0.6293570980841032,0.5154934183631755,0.6173112037718366,0.49976834818630256
Vaginal inflammation,0.6357323232323232,0.5193001443001443,0.616041366041366,0.5321368446368446
Vascular purpura,0.5510944700460829,0.5027649769585253,0.5615437788018434,0.5507603686635946
Vasculitis,0.5121729651162791,0.5076048588039866,0.567016196013289,0.5441497093023255
Vasodilation procedure,0.579859212684527,0.6016265718972116,0.5371787862219792,0.6005330781848005
Ventricular arrhythmia,0.6256724447101016,0.5640690376569037,0.6242528392109982,0.5707561267184698
Ventricular extrasystoles,0.5562356996404482,0.472617597242445,0.547945205479452,0.49341812022702286
Ventricular fibrillation,0.5513942044833242,0.5265172225259704,0.47307271733187534,0.48004373974849646
Ventricular tachycardia,0.6391137274139481,0.5516856076090808,0.6031395634044641,0.4902297440928788
Vertigo,0.6473734857919167,0.5239584512623118,0.6170610211706102,0.5071040416619496
Viral infection,0.5103966568934721,0.47335961985643515,0.5291005291005291,0.4751794560711758
Vision blurred,0.5998456988555999,0.5269098338405269,0.5900732930435901,0.5196662523395197
Visual acuity reduced,0.6138128926928215,0.5099688319398408,0.5855637461039924,0.46890614950774256
Visual impairment,0.5915631533636698,0.5381410650596482,0.6054605829541262,0.557373016849096
Vomiting,0.6648694390715667,0.555198259187621,0.6752176015473887,0.5706237911025145
Vulvovaginal candidiasis,0.6987951807228916,0.40824408746095486,0.7202141900937081,0.39195671575189645
Vulvovaginal mycotic infection,0.7227292020373515,0.48546264855687615,0.737160441426146,0.4899724108658744
Weight decreased,0.5999700264766122,0.5810367508700648,0.5827852064010124,0.6015519624331841
Weight increased,0.6132168754119973,0.5809162821357944,0.627834541858932,0.5587837837837838
Wheezing,0.5044030044030043,0.5014892514892515,0.5231805231805231,0.5089678839678841
White blood cell count decreased,0.5832291043558651,0.42764696285823045,0.618250040785252,0.5139485562020774
Yawning,0.7082828588734101,0.4510902483343428,0.645442156268928,0.3955178679588128
