se,struct,expr,set
Arrhythmia,0.5580251046025104,0.552234309623431,responsive
Arthralgia,0.6008963178294574,0.5306140988372093,responsive
Arthritis,0.5461440058479532,0.47857273391812866,responsive
Arthropathy,0.6013375796178344,0.6251592356687898,responsive
Aspartate aminotransferase increased,0.6460859152821434,0.5160904056279,responsive
Asthenia,0.6326797385620916,0.6113851992409867,responsive
Asthma,0.633622029757939,0.5510992671552298,responsive
Ataxia,0.7006689734717417,0.5842675893886967,responsive
Atrial fibrillation,0.5903591771407051,0.5042131525679048,responsive
Atrioventricular block,0.690438364224772,0.6537216828478964,responsive
Back pain,0.5913729128014842,0.501113172541744,responsive
Bladder pain,0.5325910107789302,0.48850925360992475,responsive
Blepharitis,0.6115399096385542,0.5135542168674698,responsive
Blister,0.4295069033530572,0.4998816568047337,responsive
Blood alkaline phosphatase increased,0.5693441414885778,0.4772783099975436,responsive
Blood bilirubin increased,0.7314253959433176,0.6697415948874686,responsive
Blood creatine phosphokinase increased,0.5662537129609505,0.5860320220241977,responsive
Blood creatinine increased,0.5992671277997363,0.522562582345191,responsive
Blood disorder,0.5250257841412365,0.5184735788388036,responsive
Blood glucose increased,0.4942871847658261,0.6891405043746783,responsive
Blood lactate dehydrogenase increased,0.5931563421828909,0.5786430678466077,responsive
Blood potassium decreased,0.6677286135693214,0.6023598820058997,responsive
Blood pressure increased,0.6479906311637079,0.5637943786982249,responsive
Blood triglycerides increased,0.5501019406478895,0.5616552140753606,responsive
Blood urea increased,0.5247164694280079,0.5187993096646942,responsive
Blood uric acid increased,0.6172983479105929,0.5663103336572723,responsive
Body temperature increased,0.6288959908869411,0.5840901180267696,responsive
Bone disorder,0.6292580982236154,0.5064437478230581,responsive
Bone pain,0.6109127357013091,0.5993860803107185,responsive
Bradycardia,0.6213723605027953,0.5336324466759249,responsive
Breast disorder,0.6029626464409072,0.5728020510629206,responsive
Breast enlargement,0.6966691462104306,0.6369121414992974,responsive
Breast pain,0.5995740149094781,0.5742654889431811,responsive
Bronchitis,0.507482993197279,0.5188086045228901,responsive
Bronchospasm,0.4528368259711544,0.5508819538670285,responsive
Burning sensation,0.6022954091816367,0.43892215568862275,responsive
Bursitis,0.5339321357285429,0.6447105788423154,responsive
Candida infection,0.6639546351084813,0.4591346153846154,responsive
Cardiac arrest,0.5782988871224166,0.5886327503974562,responsive
Cardiac disorder,0.6241298579678476,0.5902294365537694,responsive
Cardiac failure,0.5630081300813008,0.5356772184743124,responsive
Cardiac failure congestive,0.690919259711206,0.5805369127516778,responsive
Cardiomyopathy,0.72023598820059,0.567669616519174,responsive
Cardiovascular disorder,0.4840069427225391,0.5467393999504091,responsive
Cataract,0.5247013059183107,0.5650458460683523,responsive
Cellulitis,0.6398338607594937,0.5540611814345993,responsive
Cerebral haemorrhage,0.5391442876649977,0.653732362312244,responsive
Cerebrovascular accident,0.5885332616101847,0.5250582750582752,responsive
Chest discomfort,0.5871611445783133,0.48832831325301196,responsive
Chest pain,0.5587939698492462,0.6002740977615348,responsive
Chills,0.5708101422387136,0.5421020082674217,responsive
Cholecystitis,0.4252763605442177,0.5870535714285714,responsive
Cholelithiasis,0.5899125064333505,0.5186824498198662,responsive
Cholestasis,0.453263755378559,0.507644420031127,responsive
Coagulopathy,0.49336078229541946,0.5532681420483788,responsive
Colitis,0.6371753246753247,0.5146683673469388,responsive
Coma,0.5930337861372345,0.559317311041449,responsive
Completed suicide,0.5890219560878245,0.5654690618762476,responsive
Confusional state,0.6092279579716765,0.5448758946246383,responsive
Conjunctivitis,0.5886184681460271,0.5991410164638511,responsive
Connective tissue disorder,0.6244396376061945,0.5256277626257877,responsive
Constipation,0.6434145413018653,0.5648712092374064,responsive
Contusion,0.49377465483234717,0.5462894477317555,responsive
Convulsion,0.5773596938775509,0.48689413265306125,responsive
Coordination abnormal,0.6864392250985769,0.511400651465798,responsive
Cough,0.5752380952380952,0.5798941798941799,responsive
Cyst,0.7420141969831411,0.5855516119491275,responsive
Cystitis,0.44416666666666665,0.5303645833333334,responsive
Cystitis noninfective,0.45198675496688745,0.4938581499679556,responsive
Deafness,0.5938020833333333,0.5318229166666667,responsive
Decreased appetite,0.655734004127967,0.581656346749226,responsive
Deep vein thrombosis,0.7310160427807486,0.5564171122994652,responsive
Dehydration,0.6062252964426877,0.5900444664031621,responsive
Delirium,0.6527777777777778,0.4781635802469136,responsive
Delusion,0.7470611439842209,0.5570808678500986,responsive
Depersonalisation,0.5515331845607075,0.5546739399950409,responsive
Depressed level of consciousness,0.6263330598851516,0.48858353841946955,responsive
Depression,0.5058576362924189,0.5636862158601289,responsive
Dermatitis,0.6387761106207709,0.46672550750220654,responsive
Dermatitis atopic,0.6236185383244206,0.47950089126559714,responsive
Dermatitis bullous,0.5057471264367817,0.4849578820697954,responsive
Dermatitis contact,0.6738351254480286,0.6049581839904421,responsive
Dermatitis exfoliative,0.6454221491228069,0.48565423976608185,responsive
Diabetes mellitus,0.5423904344960693,0.5497340300334228,responsive
Diarrhoea,0.6916813380281691,0.5889524647887324,responsive
Diplopia,0.6708523592085235,0.6359874429223744,responsive
Discomfort,0.5240513983371126,0.4295993953136811,responsive
Disorientation,0.6272523205727113,0.560638233331311,responsive
Disturbance in attention,0.46164172092086714,0.5176857507215249,responsive
Disturbance in sexual arousal,0.630500250962021,0.544127488706709,responsive
Dizziness,0.6259961127308066,0.5250242954324588,responsive
Drug eruption,0.4971762048192771,0.5363328313253012,responsive
Drug interaction,0.5236304070860887,0.5781714493720803,responsive
Dry eye,0.6032894736842105,0.5474780701754387,responsive
Dry mouth,0.6808098538268318,0.5777623097176406,responsive
Dry skin,0.643498817966903,0.6267927501970056,responsive
Dysarthria,0.645611156685808,0.4770987147935466,responsive
Dysgeusia,0.5491744881206827,0.5103614905677911,responsive
Dyskinesia,0.7107223841917718,0.585617103984451,responsive
Dysmenorrhoea,0.6460641399416909,0.5107223841917718,responsive
Dyspepsia,0.6260626824007106,0.5603032610074864,responsive
Dysphagia,0.6620633299284986,0.49197139938712975,responsive
Dysphonia,0.6130177514792899,0.5646548323471401,responsive
Dyspnoea,0.5970366330333606,0.5404357179650335,responsive
Dysuria,0.603583644278607,0.5940220771144278,responsive
Ear pain,0.5200509615967968,0.46017108536067464,responsive
Ecchymosis,0.6358854166666666,0.45546875,responsive
Eczema,0.4783442982456141,0.4868877923976608,responsive
Ejaculation disorder,0.7742772861356934,0.5978761061946902,responsive
Electrocardiogram QT prolonged,0.6716632791327913,0.638550135501355,responsive
Electrocardiogram abnormal,0.5382339553937187,0.5900091033227127,responsive
Embolism,0.5926854754440961,0.555485893416928,responsive
Embolism venous,0.7773505447221459,0.5368488510482469,responsive
Endocrine disorder,0.4932079414838036,0.621246952281435,responsive
Eosinophilia,0.6070135315418335,0.5117972174575949,responsive
Epistaxis,0.5696379781420765,0.5047131147540984,responsive
Erectile dysfunction,0.7291030697993484,0.6348139255702281,responsive
Eructation,0.5986857825567504,0.4857228195937874,responsive
Erythema,0.5731188935414286,0.47557416571501077,responsive
Erythema multiforme,0.4744321786575308,0.43458951909656135,responsive
Euphoric mood,0.6687175280284386,0.5790265244736122,responsive
Extrapyramidal disorder,0.8537485737297805,0.6998456272233036,responsive
Extrasystoles,0.4737004632012352,0.5510036026762738,responsive
Extravasation,0.6611288120163858,0.5854574419663177,responsive
Eye disorder,0.5715388177187837,0.5562895508566137,responsive
Eye haemorrhage,0.45404129793510317,0.4992330383480826,responsive
Eye irritation,0.6243714877255251,0.531351671103224,responsive
Eye pain,0.5362236972179071,0.600621381160853,responsive
Face oedema,0.5904718085996319,0.4853605487702861,responsive
Fatigue,0.5553419019667375,0.6363728367574133,responsive
Febrile neutropenia,0.6856635453664838,0.6944623829512432,responsive
Feeling abnormal,0.6312562562562563,0.5879942442442443,responsive
Feeling hot,0.4683185840707964,0.6043657817109145,responsive
Flat affect,0.6524266201685557,0.5417998643805095,responsive
Flatulence,0.6326562746024248,0.5885687293339632,responsive
Fluid retention,0.5855086220534725,0.5426356589147286,responsive
Flushing,0.5388278642936596,0.5422691879866518,responsive
Foetor hepaticus,0.5023628970216506,0.3155291790306627,responsive
Folliculitis,0.7575757575757576,0.7385333699533094,responsive
Fracture,0.5912737663479504,0.60655017034839,responsive
Fungal infection,0.6069602272727272,0.58984375,responsive
Gait disturbance,0.6233176671651357,0.5648365733817561,responsive
Galactorrhoea,0.8237654320987654,0.7963734567901235,responsive
Gamma-glutamyltransferase increased,0.4790445859872612,0.5353503184713375,responsive
Gastric ulcer,0.577755797340367,0.41158369051544125,responsive
Gastritis,0.5660583941605839,0.5157745336577453,responsive
Gastroenteritis,0.5650978564771668,0.550232991612302,responsive
Gastrointestinal disorder,0.6513280957725402,0.5543992109648676,responsive
Gastrointestinal haemorrhage,0.5013644366197183,0.4908890845070423,responsive
Gastrointestinal pain,0.5629090667464035,0.5510149838865079,responsive
Gastrooesophageal reflux disease,0.6111708482676225,0.5859617682198327,responsive
Generalised oedema,0.4264705882352941,0.5784313725490197,responsive
Gingival bleeding,0.5215549698795181,0.4227221385542168,responsive
Gingivitis,0.5350339037778495,0.525508556667743,responsive
Glaucoma,0.5738636363636364,0.5561079545454546,responsive
Glossitis,0.5845106136347171,0.5388683619503006,responsive
Glycosuria,0.7108324625566005,0.5654475792406827,responsive
Gout,0.6332361516034986,0.4519598315516683,responsive
Gynaecomastia,0.7469965931504393,0.6053433745741438,responsive
Haematemesis,0.5474192898852273,0.33559299281830995,responsive
Haematoma,0.4797405189620758,0.4942115768463074,responsive
Haematuria,0.6273849607182941,0.5341971907628473,responsive
Haemoglobin,0.5702620967741935,0.5607190860215054,responsive
Haemoglobin decreased,0.5829475308641976,0.5067901234567901,responsive
Haemolytic anaemia,0.5796610169491525,0.5774937482634064,responsive
Haemoptysis,0.647965773329028,0.462060058120762,responsive
Haemorrhage,0.5483514644351465,0.5586276150627615,responsive
Haemorrhoids,0.5424771952961864,0.6586438070117595,responsive
Hallucination,0.6868281069821077,0.5808503515232675,responsive
Headache,0.5742028440769278,0.5729499467518637,responsive
Hearing impaired,0.6838739451476793,0.54417194092827,responsive
Hepatic enzyme increased,0.5542030973198468,0.5417452425852906,responsive
Hepatic failure,0.5635883084577115,0.5495180348258707,responsive
Hepatic function abnormal,0.5730811403508772,0.5081688596491228,responsive
Hepatic necrosis,0.5343650432407828,0.541647701411015,responsive
Hepatitis,0.5676992690567352,0.5150460399329178,responsive
Hepatobiliary disease,0.6083268833849329,0.5439886480908154,responsive
Hepatocellular injury,0.5034394904458598,0.5719108280254777,responsive
Hepatomegaly,0.5208333333333334,0.50570987654321,responsive
Hepatotoxicity,0.6670741872742428,0.4906918588496804,responsive
Herpes simplex,0.5725216457480368,0.4415061413517686,responsive
Herpes zoster,0.5992220464135022,0.5438422995780591,responsive
Hiccups,0.5719846969595275,0.5240620175850728,responsive
Hirsutism,0.7208175917853338,0.6253995931415287,responsive
Hostility,0.6919174041297935,0.5100884955752212,responsive
Hot flush,0.5982929642445214,0.603367935409458,responsive
Hyperaesthesia,0.606551204819277,0.6414721385542168,responsive
Hyperbilirubinaemia,0.6813532201840105,0.5187725012857878,responsive
Hypercalcaemia,0.5272108843537415,0.676126700680272,responsive
Hypercholesterolaemia,0.5695182581861822,0.5401451511514943,responsive
Hyperglycaemia,0.6796432858857829,0.5240610529926256,responsive
Hyperhidrosis,0.5763869992441422,0.6087679516250946,responsive
Hyperkalaemia,0.47757733825979864,0.4436716655799464,responsive
Hyperkinesia,0.6886102403343782,0.5920585161964472,responsive
Hyperlipidaemia,0.5879883758475944,0.533984501130126,responsive
Hypersensitivity,0.4770543933054393,0.47906276150627614,responsive
Hypertension,0.5857077833409194,0.5540282203004097,responsive
Hypertonia,0.48483727810650884,0.483542899408284,responsive
Hypertriglyceridaemia,0.6040106951871658,0.6023172905525846,responsive
Hyperuricaemia,0.5824762658227849,0.5358649789029536,responsive
Hyperventilation,0.5313274336283185,0.5812389380530973,responsive
Hypoaesthesia,0.5838188559322034,0.5132746292372881,responsive
Hypocalcaemia,0.5273423894113548,0.5246255660048764,responsive
Hypoglycaemia,0.598445480790584,0.5357317343992894,responsive
Hypokalaemia,0.6358550039401103,0.5764775413711584,responsive
Hypokinesia,0.6314616755793226,0.45276292335115864,responsive
Hypomagnesaemia,0.7233231707317073,0.6222899728997291,responsive
Hyponatraemia,0.609024674958741,0.5740047498289257,responsive
Hypophosphataemia,0.7138428751331978,0.8002518647679938,responsive
Hypotension,0.6165074951644101,0.5889446324951644,responsive
Hypothyroidism,0.6349693251533743,0.6206813044882145,responsive
Ileus,0.6370259481037924,0.44401197604790416,responsive
Ill-defined disorder,0.5184133353912641,0.49331686988732837,responsive
Immune system disorder,0.5382774366241537,0.4998582900330657,responsive
Inappropriate antidiuretic hormone secretion,0.7894830659536541,0.6823529411764706,responsive
Increased appetite,0.6647568287808128,0.5991561181434599,responsive
Infection,0.6015881708652793,0.599640988195205,responsive
Infestation,0.6123514644351464,0.6376903765690377,responsive
Inflammation,0.5325684024713151,0.47007943512797884,responsive
Influenza,0.5617205215419502,0.48699688208616776,responsive
Influenza like illness,0.5172109443954104,0.4373639305678141,responsive
Injection site reaction,0.4917175239755885,0.5370531822144725,responsive
Injury,0.5781539888682745,0.49942022263450836,responsive
Insomnia,0.5613342111037963,0.49979623185679806,responsive
Interstitial lung disease,0.5842675159235668,0.6310191082802548,responsive
Intestinal obstruction,0.5555258467023173,0.3836898395721925,responsive
Irritability,0.5494270833333333,0.5564583333333333,responsive
Jaundice,0.6016461184121393,0.5470464706679312,responsive
Jaundice cholestatic,0.6282027187871955,0.5805299755685022,responsive
Joint swelling,0.5830678197542103,0.41067364588074645,responsive
Keratitis,0.5029867613819826,0.5638521149499516,responsive
Lacrimation increased,0.5921873951271897,0.6337338076380966,responsive
Laryngeal pain,0.5685340652244107,0.5840329350984823,responsive
Laryngitis,0.48543360433604327,0.4723915989159892,responsive
Lethargy,0.6251832111925382,0.6179880079946702,responsive
Leukocytoclastic vasculitis,0.49226217569412833,0.35616750113791534,responsive
Leukocytosis,0.6039342094387966,0.4752458880899248,responsive
Leukopenia,0.6800652804642165,0.5467541102514506,responsive
Libido decreased,0.5979917518379058,0.519723865877712,responsive
Libido increased,0.667524446731858,0.6768914050437468,responsive
Liver disorder,0.4943696786597089,0.38075620250846837,responsive
Liver function test abnormal,0.5454580328371951,0.411308884456038,responsive
Liver injury,0.5779829545454545,0.5178267045454545,responsive
Loss of consciousness,0.5905042706465242,0.544484634791331,responsive
Lung disorder,0.6033968090581575,0.5695316520844056,responsive
Lymphadenopathy,0.5483417194178434,0.5362765784775199,responsive
Lymphopenia,0.7569444444444444,0.6875,responsive
Malaise,0.5174413253566499,0.4636600705629698,responsive
Malnutrition,0.640081799591002,0.5563287855202514,responsive
Mania,0.687962962962963,0.5645833333333333,responsive
Mediastinal disorder,0.6090154715948813,0.5357913614395574,responsive
Melaena,0.5757139181888347,0.45304862361718556,responsive
Memory impairment,0.6346351084812624,0.6865483234714004,responsive
Menopausal symptoms,0.5834247076023391,0.6259137426900584,responsive
Menorrhagia,0.5561109903644135,0.46055205390132586,responsive
Menstrual disorder,0.5569881808413918,0.6161666253409372,responsive
Menstruation irregular,0.7544318512060447,0.6460331299040977,responsive
Mental disability,0.6240975550567252,0.44494327488927987,responsive
Mental disorder,0.6030663879041299,0.5644335363451807,responsive
Metrorrhagia,0.5952932098765433,0.635108024691358,responsive
Micturition urgency,0.6618835034013606,0.4433460884353742,responsive
Migraine,0.5441693157102225,0.5813535218336959,responsive
Mood swings,0.5292629593105518,0.5465849161771642,responsive
Mouth ulceration,0.5470519119846187,0.4219183935056612,responsive
Mucosal inflammation,0.8116765285996056,0.7923471400394477,responsive
Multiple fractures,0.5912737663479504,0.60655017034839,responsive
Muscle spasms,0.6131501774965272,0.5770952307454854,responsive
Muscle twitching,0.6401988636363636,0.5524857954545455,responsive
Muscular weakness,0.5495248765508942,0.5286941366861696,responsive
Musculoskeletal discomfort,0.6301961881665268,0.5312937226005038,responsive
Musculoskeletal pain,0.5339440635806588,0.535036097797731,responsive
Musculoskeletal stiffness,0.6704476810524196,0.47566950802067254,responsive
Myalgia,0.6003381336231621,0.5370286507864626,responsive
Mydriasis,0.8656913794528474,0.7092321679477642,responsive
Myocardial infarction,0.6236869280347541,0.5524338567816829,responsive
Myocardial ischaemia,0.6313918512441893,0.5633716160787531,responsive
Myoclonus,0.6410927056088347,0.6505860699409087,responsive
Myopathy,0.617595898562666,0.6370960358875767,responsive
Nail disorder,0.6089092140921409,0.7512703252032521,responsive
Nasal congestion,0.597118600463082,0.5063030614870081,responsive
Nasopharyngitis,0.5633550995024875,0.5261971393034827,responsive
Nausea,0.6303747534516766,0.5457199211045365,responsive
Neck pain,0.5453572233491097,0.572684246112238,responsive
Necrosis,0.5549743291678775,0.5275598178823985,responsive
Neoplasm,0.5842031686859273,0.545712954333644,responsive
Neoplasm malignant,0.6148298399819698,0.5818120351588912,responsive
Nephrolithiasis,0.5467455621301776,0.4832347140039448,responsive
Nervous system disorder,0.6719555486957863,0.5999382620774811,responsive
Nervousness,0.6269814388294268,0.5780382062051213,responsive
Neuralgia,0.5449628672909267,0.4909589925734582,responsive
Neuritis,0.6606509099146719,0.5467794306426037,responsive
Neuropathy peripheral,0.6360427696460086,0.5751410083393889,responsive
Neutropenia,0.7440232240437159,0.5457650273224044,responsive
Night sweats,0.46585294972391744,0.6251089799476897,responsive
Nightmare,0.7368915617365156,0.6250078306082816,responsive
Nocturia,0.5318996415770608,0.4630227001194743,responsive
Nuchal rigidity,0.6455393718707327,0.5291306326809285,responsive
Nystagmus,0.5917653113741637,0.6055584148224394,responsive
Oedema,0.5863807942020233,0.600422769137853,responsive
Oedema peripheral,0.659024405929451,0.5627190584906268,responsive
Oesophagitis,0.6295504385964913,0.5629934210526316,responsive
Oliguria,0.5161319073083779,0.48680926916221035,responsive
Opportunistic infection,0.7253097345132744,0.47410029498525075,responsive
Oral candidiasis,0.6264705882352941,0.553475935828877,responsive
Oropharyngeal discomfort,0.4485339506172839,0.46342592592592596,responsive
Oropharyngeal pain,0.5618661257606491,0.5313838178949741,responsive
Orthostatic hypotension,0.6703352308665401,0.5806029938857263,responsive
Osteoarthritis,0.6874318370195873,0.6027134319242682,responsive
Otitis media,0.55188884064264,0.6115501519756839,responsive
Pain,0.569358242303873,0.6029357000993049,responsive
Pain in extremity,0.5714348034724949,0.5618374558303887,responsive
Pallor,0.562566844919786,0.6223707664884136,responsive
Palpitations,0.6436785220560512,0.5993150684931506,responsive
Pancreatitis,0.5822726791947255,0.46461939851214606,responsive
Pancytopenia,0.63960801521135,0.5275340061430452,responsive
Paraesthesia,0.6453125,0.5045343137254902,responsive
Paralysis,0.5335658238884045,0.5150634505473216,responsive
Paranoia,0.6681314657145473,0.5760322255790533,responsive
Parosmia,0.3977465986394558,0.5246598639455782,responsive
Pelvic pain,0.5633818843878016,0.49965862539827033,responsive
Peptic ulcer,0.5445187853834277,0.6020586721564591,responsive
Petechiae,0.682410309996517,0.49543712991988853,responsive
Pharyngitis,0.5263849960206235,0.563375895359701,responsive
Phlebitis,0.5468364197530864,0.37569444444444444,responsive
Photophobia,0.5311765890328211,0.5333243841868582,responsive
Photosensitivity reaction,0.6144327030033371,0.518075639599555,responsive
Platelet count decreased,0.5854723707664885,0.4892156862745098,responsive
Pleural effusion,0.5099431818181819,0.39502840909090914,responsive
Pneumonia,0.6371765343449397,0.5261143476493699,responsive
Pollakiuria,0.695554557700943,0.5371576111360575,responsive
Polyp,0.6370808678500985,0.5201577909270216,responsive
Polyuria,0.6323969237342448,0.5465712454603717,responsive
Priapism,0.6712825585229145,0.6873282778327289,responsive
Protein urine present,0.5888617427801792,0.5289732506421099,responsive
Proteinuria,0.6099363057324841,0.5389808917197452,responsive
Prurigo,0.6160714285714286,0.6025722789115646,responsive
Pruritus,0.5590986394557823,0.5976615646258504,responsive
Psoriasis,0.48728769943386513,0.5686052496139989,responsive
Psychotic disorder,0.6580840762025432,0.6280374677587222,responsive
Pulmonary embolism,0.6056003796867585,0.5638875705320888,responsive
Pulmonary oedema,0.5735528685361462,0.5570877283251866,responsive
Purpura,0.5523241840119214,0.4904581070037975,responsive
Rash,0.6062731910946196,0.4907815398886828,responsive
Rash erythematous,0.6312426035502959,0.5031163708086785,responsive
Rash generalised,0.580564406008193,0.5842057350933091,responsive
Rash maculo-papular,0.6404605263157895,0.5328947368421053,responsive
Rash pustular,0.6423965804535247,0.5980583931029487,responsive
Rectal haemorrhage,0.5868784936746102,0.47849367461017944,responsive
Renal failure,0.6507240017551557,0.4230291063331871,responsive
Renal failure acute,0.6638781997657688,0.46566003011544255,responsive
Renal impairment,0.49911463187325256,0.40931966449207824,responsive
Respiratory failure,0.5830592657225317,0.5511779314047923,responsive
Respiratory tract infection,0.5179331306990881,0.4090316977854972,responsive
Rhabdomyolysis,0.6578494026118366,0.5891636565712699,responsive
Rhinitis,0.5523224043715848,0.5863046448087431,responsive
Rhinorrhoea,0.46623687908091577,0.5615340110752954,responsive
Salivary hypersecretion,0.7143833743505605,0.5616625649439432,responsive
Scotoma,0.6067737733391229,0.5661311333043856,responsive
Seborrhoeic dermatitis,0.5144817073170732,0.5185467479674797,responsive
Sensory loss,0.6347271553115919,0.5427026154342912,responsive
Sepsis,0.6739368044515104,0.6369236883942766,responsive
Sexual dysfunction,0.6211209439528024,0.5343952802359881,responsive
Shock,0.5695099818511796,0.5349364791288567,responsive
Sinus congestion,0.5337949225189581,0.6379821958456973,responsive
Sinusitis,0.5199837420403739,0.6328410784446552,responsive
Skin discolouration,0.5000882612533097,0.5087967049132098,responsive
Skin disorder,0.6414641744548286,0.5918068535825545,responsive
Skin exfoliation,0.6182566049675684,0.6317565786004323,responsive
Skin hyperpigmentation,0.5896541702993315,0.5294972391746585,responsive
Skin ulcer,0.540333606781515,0.49330051955154497,responsive
Sleep disorder,0.6149215333161822,0.5714947260097762,responsive
Somnolence,0.7344870738332875,0.6371211427524952,responsive
Speech disorder,0.5671675602204939,0.5073623801253493,responsive
Stevens-Johnson syndrome,0.5355170639684446,0.44510375578802946,responsive
Stomatitis,0.6477805591792124,0.5146141099319537,responsive
Stupor,0.5982035928143712,0.47125748502994014,responsive
Sudden death,0.6424778761061947,0.5544542772861357,responsive
Suicidal ideation,0.6549301595173155,0.5921977022894455,responsive
Suicide attempt,0.6899447278911565,0.6386054421768708,responsive
Swelling,0.5698734922035893,0.5093851132686085,responsive
Syncope,0.5862132352941176,0.5094362745098039,responsive
Systemic lupus erythematosus,0.639736003641329,0.6511151570323168,responsive
Tachycardia,0.7095547309833025,0.5796536796536796,responsive
Tenderness,0.5746880570409981,0.5517825311942959,responsive
Tension,0.6909499030711151,0.5949052817739686,responsive
Thinking abnormal,0.7082232122630824,0.5236728837876614,responsive
Thirst,0.6426511429181798,0.5359965819269387,responsive
Thrombocytopenia,0.6751531862745099,0.5355392156862745,responsive
Thrombocytosis,0.5419855442176871,0.4203869047619047,responsive
Thrombophlebitis,0.5580994720755765,0.4690191719922202,responsive
Thrombosis,0.5958672086720868,0.536839430894309,responsive
Tinnitus,0.6042416966786714,0.5671268507402961,responsive
Tongue disorder,0.6535356796900226,0.5777365192121409,responsive
Tongue oedema,0.7064333504889346,0.5855892949047864,responsive
Tooth disorder,0.4900668314565595,0.5087430193170375,responsive
Toothache,0.5058882235528942,0.5367265469061876,responsive
Torsade de pointes,0.7268559597752144,0.6085477669328601,responsive
Toxic epidermal necrolysis,0.5723798266351457,0.5614657210401891,responsive
Transaminases increased,0.40879141566265065,0.5203313253012047,responsive
Transient ischaemic attack,0.588622754491018,0.5000998003992015,responsive
Tremor,0.646008502598016,0.5475673122342938,responsive
Tubulointerstitial nephritis,0.6656862745098039,0.5278074866310161,responsive
Ulcer,0.5972715531159186,0.4741685502098806,responsive
Upper respiratory tract infection,0.5396034464860375,0.5330980310737395,responsive
Urethral disorder,0.6446903921381547,0.5710969055115606,responsive
Urinary incontinence,0.6200109649122807,0.496765350877193,responsive
Urinary retention,0.7449793795947641,0.6028330643715258,responsive
Urinary tract disorder,0.6446903921381547,0.5710969055115606,responsive
Urinary tract infection,0.5435087719298246,0.5368771929824562,responsive
Urine output increased,0.5751070543159793,0.5442866801893171,responsive
Urticaria,0.5685713366989291,0.515772211325123,responsive
Vaginal discharge,0.6167091836734693,0.6284013605442177,responsive
Vaginal haemorrhage,0.5504702194357367,0.5977708115639151,responsive
Vaginal infection,0.6011339662447258,0.6372626582278482,responsive
Vaginal inflammation,0.6529119318181817,0.5803977272727272,responsive
Vascular purpura,0.5881126703274354,0.5011185682326622,responsive
Vasculitis,0.5243737488502949,0.49331818427744406,responsive
Vasodilation procedure,0.5945121951219513,0.6375338753387534,responsive
Ventricular arrhythmia,0.5930242168774279,0.5260765352508472,responsive
Ventricular extrasystoles,0.5172747820471424,0.495398773006135,responsive
Ventricular fibrillation,0.5984078590785908,0.5398882113821138,responsive
Ventricular tachycardia,0.5555116033755275,0.5404799578059072,responsive
Vertigo,0.643373642265916,0.5230007077140835,responsive
Viral infection,0.5455255681818182,0.5087357954545455,responsive
Vision blurred,0.5896489122742239,0.5288162712698852,responsive
Visual acuity reduced,0.6236559139784946,0.5289160127869805,responsive
Visual impairment,0.5724798387096774,0.5903225806451613,responsive
Vomiting,0.7242578849721708,0.5714285714285715,responsive
Weight decreased,0.5778597295591216,0.6422140270440878,responsive
Weight increased,0.6491854572662653,0.5783423460191137,responsive
Wheezing,0.5130878438331854,0.4752292221236321,responsive
White blood cell count decreased,0.6329266952412353,0.48675678646005055,responsive
