se,struct_s1,expr_s1,struct_s2,expr_s2,adv,struct,expr,bin
Mental disability,0.5736669723568715,0.5293331586532163,0.5842001834141229,0.5309576837416481,-0.04878815668806502,0.5789335778854972,0.5301454211974321,0.55-0.60
Mental disorder,0.6027602760276027,0.5217807495035217,0.5937022273655937,0.5328818596145328,-0.07089994713757097,0.5982312516965982,0.5273313045590273,0.55-0.60
Metabolic acidosis,0.551434184675835,0.4344204322200392,0.6479371316306484,0.4788998035363458,-0.1430255402750492,0.5996856581532417,0.4566601178781925,0.55-0.60
Metrorrhagia,0.5515480370252154,0.5392594956910309,0.5545004787743377,0.5760453239706351,0.004628151931056479,0.5530242578997766,0.5576524098308331,0.55-0.60
Micturition urgency,0.611449864498645,0.4446380178087494,0.6516163375919474,0.4295392953929539,-0.19444444444444456,0.6315331010452963,0.4370886566008516,0.60-0.65
Migraine,0.5196205951213656,0.5855762111540233,0.5722490144678127,0.5914393772637224,0.04257298941428367,0.5459348047945891,0.5885077942088728,0.50-0.55
Mood swings,0.5217627401837929,0.5107560568086884,0.5350668337510442,0.5379281537176275,-0.004072681704260617,0.5284147869674185,0.5243421052631579,0.50-0.55
Mouth ulceration,0.5267531565499963,0.409892590479498,0.5560241113288518,0.4463572544836653,-0.11326371145784239,0.541388633939424,0.4281249224815816,0.50-0.55
Mucosal inflammation,0.76971534125894,0.8020650783877231,0.7599109553355752,0.7975654809832805,0.035002131388244206,0.7648131482972576,0.7998152796855018,>0.70
Multiple fractures,0.6907435808638006,0.6026814426359275,0.7419482511255133,0.5206550239944591,-0.1546776826794637,0.716345915994657,0.5616682333151932,>0.70
Muscle contractions involuntary,0.6471626199887069,0.6595143986448334,0.5530067758328628,0.6498447204968943,0.054594861660078986,0.6000846979107849,0.6546795595708639,0.60-0.65
Muscle relaxant therapy,0.567526455026455,0.4512566137566137,0.5877645502645503,0.4535714285714285,-0.12523148148148158,0.5776455026455027,0.4524140211640211,0.55-0.60
Muscle rigidity,0.7458474956711345,0.6820368113897262,0.8078625024049253,0.6851151157570704,-0.09327903546463162,0.7768549990380299,0.6835759635733982,>0.70
Muscle spasms,0.6030204962243797,0.5439769866954333,0.5643869111830278,0.5163322545846818,-0.0535490830636462,0.5837037037037037,0.5301546206400576,0.55-0.60
Muscle twitching,0.6215917697551123,0.5084574602373138,0.6100100984599848,0.5465791466801313,-0.08828263064882602,0.6158009341075485,0.5275183034587225,0.60-0.65
Muscular weakness,0.6044806438507226,0.4560351332004875,0.584031418677088,0.4491864806825436,-0.14164522432238977,0.5942560312639054,0.45261080694151556,0.55-0.60
Musculoskeletal chest pain,0.3998334342822531,0.4599485160508783,0.4143700787401574,0.534221683827983,0.08998334342822537,0.4071017565112053,0.4970850999394306,<0.50
Musculoskeletal discomfort,0.6392664509169363,0.5466666666666666,0.6220640057533261,0.5311183027687882,-0.09177274361740378,0.6306652283351313,0.5388924847177274,0.60-0.65
Musculoskeletal disorder,0.4329194427619624,0.6652029073288916,0.5408843125378558,0.6327983040581465,0.16209872804360995,0.4869018776499091,0.6490006056935191,<0.50
Musculoskeletal pain,0.5249502629929413,0.5363148284413921,0.5638950208486633,0.5302101218216009,-0.011160166789305814,0.5444226419208023,0.5332624751314965,0.50-0.55
Musculoskeletal stiffness,0.6938588740217118,0.525782630648826,0.6464907851552638,0.5198497854077253,-0.14735862156021212,0.6701748295884877,0.5228162080282757,0.65-0.70
Myalgia,0.6144512400403995,0.4211648524295814,0.6070166086858939,0.4577348221299517,-0.17128408708338017,0.6107339243631467,0.43944983727976655,0.60-0.65
Mydriasis,0.8496109318656292,0.6732207249952552,0.869614727652306,0.6709812108559499,-0.18751186183336505,0.8596128297589676,0.6721009679256025,>0.70
Myocardial infarction,0.5991459308532479,0.5243984561057732,0.5838712326517205,0.4955571979962224,-0.08153075470148638,0.5915085817524841,0.5099778270509978,0.55-0.60
Myocardial ischaemia,0.538231917336395,0.507397080531409,0.6330326390027883,0.4848942102673446,-0.08948663277021485,0.5856322781695916,0.4961456453993768,0.55-0.60
Myoclonus,0.6738922972051806,0.5194274028629857,0.6458077709611452,0.5212906157691434,-0.13949102476709835,0.6598500340831629,0.5203590093160646,0.65-0.70
Myopathy,0.5928925619834711,0.5832231404958679,0.5651652892561984,0.5604958677685951,-0.007169421487603245,0.5790289256198347,0.5718595041322314,0.55-0.60
Myositis,0.5985113083309476,0.6036072144288578,0.5699398797595191,0.5524191239622102,-0.006212424849699361,0.5842255940452333,0.5780131691955339,0.55-0.60
Nail disorder,0.546195652173913,0.5424982181040627,0.5416072701354242,0.6296774768353528,0.04218638631503918,0.5439014611546686,0.5860878474697078,0.50-0.55
Nasal congestion,0.5944131399112816,0.4934899892099268,0.6347440354873517,0.524325620429205,-0.10567078287975074,0.6145785876993166,0.5089078048195659,0.60-0.65
Nasopharyngitis,0.4862765896993919,0.5662114295455836,0.4756312389900176,0.5256757524671831,0.0649896766616786,0.48095391434470475,0.5459435910063833,<0.50
Nausea,0.7110579374730318,0.469422978856941,0.6939944298434866,0.5604283528811831,-0.18760051778919715,0.7025261836582593,0.5149256658690621,>0.70
Neck pain,0.5357443718228032,0.5067828612926653,0.4943500363108206,0.4831082062454611,-0.02010167029774873,0.5150472040668119,0.49494553376906314,0.50-0.55
Necrosis,0.5693077383218228,0.5109032573821307,0.6137364728914024,0.5325466311381805,-0.06979716134645703,0.5915221056066127,0.5217249442601556,0.55-0.60
Neoplasm,0.5565552385828884,0.5503133152902739,0.5895203959720089,0.5195669665715749,-0.03809767634652422,0.5730378172774486,0.5349401409309245,0.55-0.60
Neoplasm malignant,0.6039894031478884,0.6259934548854604,0.6069502882967118,0.6199158485273492,0.01748480598410468,0.6054698457223001,0.6229546517064048,0.60-0.65
Nephrolithiasis,0.6508947528055808,0.4832676170255787,0.6076230916995249,0.4899066491423179,-0.14267178916860457,0.6292589222525529,0.4865871330839483,0.60-0.65
Nephropathy,0.5493386243386243,0.4369708994708994,0.4640873015873016,0.4817460317460317,-0.04735449735449743,0.506712962962963,0.45935846560846555,0.50-0.55
Nephrotic syndrome,0.6476613178559235,0.5321270058040286,0.6551041311027654,0.4782519631273472,-0.14619324001365658,0.6513827244793444,0.5051894844656879,0.65-0.70
Nervous system disorder,0.601471489883507,0.5498695336004449,0.6049078180029372,0.5120128897951035,-0.07224844224544791,0.6031896539432221,0.5309412116977742,0.60-0.65
Nervousness,0.6177531909817489,0.5662203268519623,0.6059883096743409,0.5562149588452822,-0.05065310747942264,0.6118707503280449,0.5612176428486222,0.60-0.65
Neuralgia,0.5616125760649088,0.4579831932773109,0.5786004056795132,0.4690669371196754,-0.10658142567371784,0.570106490872211,0.4635250651984931,0.55-0.60
Neuritis,0.6780034162080091,0.4906433858417157,0.6720060732586828,0.4816094135509584,-0.1888783450370089,0.6750047447333459,0.48612639969633703,0.65-0.70
Neuroleptic malignant syndrome,0.8248987854251013,0.7725202429149798,0.817257085020243,0.7771255060728746,-0.04625506072874497,0.8210779352226721,0.7748228744939272,>0.70
Neuropathy peripheral,0.6044431433775697,0.5732175383814728,0.5813979963570127,0.5438947436898256,-0.03436442883164198,0.5929205698672912,0.5585561410356492,0.55-0.60
Neutropenia,0.7317028009695664,0.5125908968489092,0.7041475895502289,0.5788782655534608,-0.17219061405871267,0.7179251952598977,0.545734581201185,>0.70
Night sweats,0.5111454046639231,0.5204903978052127,0.5289351851851852,0.5232338820301784,0.0018218449931413638,0.5200402949245542,0.5218621399176955,0.50-0.55
Nightmare,0.6634459632271449,0.5459092329989486,0.6800420585978573,0.5403108926084856,-0.12863394810878398,0.671744010912501,0.5431100628037171,0.65-0.70
Nocturia,0.5874433412475718,0.4856194690265487,0.5492661342542628,0.4559680552557738,-0.0975609756097561,0.5683547377509173,0.4707937621411612,0.55-0.60
Non-Hodgkin's lymphoma,0.621441550575409,0.4560115081768625,0.6748940036341612,0.4362507571168988,-0.20203664445790442,0.6481677771047851,0.44613113264688065,0.60-0.65
Nuchal rigidity,0.6517482517482519,0.5048951048951049,0.6130536130536131,0.4953120953120952,-0.13229733229733243,0.6324009324009325,0.5001036001036001,0.60-0.65
Nystagmus,0.6203416488269474,0.5194198086417057,0.6194241775525361,0.5562497269430731,-0.08204814539735239,0.6198829131897418,0.5378347677923894,0.60-0.65
Ocular hyperaemia,0.5162780133252575,0.5501968503937008,0.6365838885523925,0.4902331920048455,-0.056215929739551806,0.576430950938825,0.5202150211992731,0.55-0.60
Oculogyric crisis,0.8132023575638506,0.6976817288801571,0.8088015717092338,0.7076620825147347,-0.10833005893909631,0.8110019646365423,0.702671905697446,>0.70
Oedema,0.61102379883251,0.5341546924113156,0.5908874045801527,0.5559469016614279,-0.05590480466995956,0.6009556017063313,0.5450507970363718,0.60-0.65
Oedema peripheral,0.6066886481394254,0.5127406439457249,0.6281737650616139,0.5566377463419081,-0.08274201145670312,0.6174312066005196,0.5346891951438165,0.60-0.65
Oesophagitis,0.5690812311964822,0.4720100799712,0.5284527758492119,0.496772866363239,-0.0643755303556276,0.5487670035228471,0.4843914731672195,0.50-0.55
Oliguria,0.5144941748715333,0.5121798140666065,0.5449339034244696,0.4988820460518574,-0.024183109088769472,0.5297140391480014,0.5055309300592319,0.50-0.55
Opportunistic infection,0.7535837416076937,0.4370652634125688,0.7785640839533056,0.4370047783221435,-0.3290388919131435,0.7660739127804996,0.4370350208673561,>0.70
Optic neuritis,0.6342941176470589,0.5225294117647059,0.5979411764705882,0.4609411764705882,-0.1243823529411765,0.6161176470588235,0.49173529411764705,0.60-0.65
Oral candidiasis,0.6638036809815951,0.5107021131561008,0.6118154964780731,0.536696205407862,-0.11411042944785271,0.6378095887298341,0.5236991592819814,0.60-0.65
Oropharyngeal discomfort,0.5387840670859538,0.4612527124940233,0.5711133178859098,0.4799367391224392,-0.08435396667770056,0.5549486924859318,0.47059472580823125,0.55-0.60
Oropharyngeal pain,0.5105333442345952,0.5517673670727387,0.5375684735508135,0.5472705965715532,0.025468072929441588,0.5240509088927043,0.549518981822146,0.50-0.55
Orthostatic hypotension,0.7236021989740573,0.5064443177848462,0.721818750114913,0.5306771589843535,-0.2041497361598853,0.7227104745444852,0.5185607383845998,>0.70
Osteoarthritis,0.5642627373664003,0.4843208467365363,0.5802635675002594,0.5016706443914081,-0.07926740686935768,0.5722631524333299,0.4929957455639722,0.55-0.60
Osteoporosis,0.6212941176470589,0.4121176470588235,0.7078823529411765,0.451235294117647,-0.23291176470588246,0.6645882352941177,0.4316764705882352,0.65-0.70
Otitis media,0.5620012767315672,0.4758617938078519,0.5754867539099904,0.4307772103415257,-0.11542451324608999,0.5687440153207788,0.4533195020746888,0.55-0.60
Pain,0.582308352402746,0.4992991990846681,0.5868993135011442,0.4972826086956522,-0.08631292906178498,0.5846038329519452,0.4982909038901602,0.55-0.60
Pain in extremity,0.5508560755421812,0.5632873300819757,0.5439452111653005,0.5317007367437999,9.339005914699161e-05,0.5474006433537408,0.5474940334128878,0.50-0.55
Pallor,0.5893712097031599,0.5498723268432811,0.5637966804979253,0.5437280561761889,-0.029783753590807593,0.5765839451005426,0.546800191509735,0.55-0.60
Palpitations,0.6820897437725465,0.6182966649081032,0.6755735531062411,0.5923602298490012,-0.07350320106084163,0.6788316484393938,0.6053284473785522,0.65-0.70
Pancreatitis,0.6128378378378379,0.4711272247857613,0.6194133157547791,0.4936058009228741,-0.13375906394199077,0.6161255767963085,0.4823665128543177,0.60-0.65
Pancreatitis acute,0.5167062143269416,0.4845764124927852,0.5129865965497338,0.4516770345667928,-0.046719681908548694,0.5148464054383377,0.468126723529789,0.50-0.55
Pancytopenia,0.6431794995936576,0.5328099873774489,0.6611796033406532,0.5589196479518614,-0.10631473380250023,0.6521795514671553,0.5458648176646552,0.65-0.70
Paraesthesia,0.6504425407378993,0.5296708292488883,0.6517495631419682,0.5395019108099277,-0.11650968191052574,0.6510960519399338,0.534586370029408,0.65-0.70
Paraesthesia oral,0.5980820105820106,0.5406746031746031,0.5613756613756614,0.5118386243386244,-0.053472222222222254,0.579728835978836,0.5262566137566138,0.55-0.60
Paralysis,0.4995412643627943,0.4920267377342828,0.4402114552841976,0.5536720695530604,0.05297304382017565,0.46987635982349596,0.5228494036436716,<0.50
Paranoia,0.702760932014044,0.6487791254388765,0.6761091605489946,0.612871050111714,-0.058609958506224025,0.6894350462815193,0.6308250877752952,0.65-0.70
Parkinsonism,0.7568279415974808,0.7646722015459491,0.8061265387918695,0.7397079874033782,-0.02928714572001151,0.7814772401946751,0.7521900944746636,>0.70
Parosmia,0.4512097622554176,0.52442667788765,0.4463286345466022,0.5160109404586577,0.07144961077214393,0.44876919840100993,0.5202188091731539,<0.50
Pelvic pain,0.7034640274076894,0.3986078633965958,0.6805155255859482,0.4184566860623199,-0.28345750176736095,0.6919897764968188,0.40853227472945786,0.65-0.70
Peptic ulcer,0.5932107125693564,0.571846738608065,0.5876185067062781,0.6029096946131329,-0.0030363930272183093,0.5904146096378173,0.587378216610599,0.55-0.60
Pericardial effusion,0.6470889034991599,0.5277960406165534,0.5736722916210096,0.4845496383957922,-0.104207758053912,0.6103805975600848,0.5061728395061728,0.60-0.65
Pericarditis,0.5788423153692615,0.4562390370773604,0.5743059335873707,0.4535172080082259,-0.12169600193552291,0.576574124478316,0.45487812254279314,0.55-0.60
Periorbital oedema,0.687111801242236,0.381352343308865,0.6121541501976284,0.4374647092038397,-0.24022444946357988,0.6496329757199322,0.4094085262563524,0.60-0.65
Peripheral coldness,0.6855380148793323,0.623298856831791,0.6453154297465675,0.5911812738160043,-0.05818665698905229,0.66542672231295,0.6072400653238976,0.65-0.70
Peripheral sensory neuropathy,0.6164803857111549,0.5490539849514208,0.6809847322667836,0.6250273942581634,-0.061691869384177145,0.6487325589889692,0.5870406896047922,0.60-0.65
Peripheral vascular disorder,0.6089270826652985,0.5581991919451036,0.6393894696338102,0.4874623228371705,-0.10132751875841728,0.6241582761495543,0.522830757391137,0.60-0.65
Petechiae,0.6518822479928635,0.5399821587867975,0.6234076717216771,0.5165388046387154,-0.10938447814451391,0.6376449598572703,0.5282604817127564,0.60-0.65
Pharyngitis,0.5894807008633824,0.5761966734382935,0.569562595226003,0.5555802437785677,-0.013633189436262128,0.5795216480446927,0.5658884586084306,0.55-0.60
Phlebitis,0.4749435513766724,0.4322448016715532,0.550736359653557,0.4037340343072827,-0.09485053752569675,0.5128399555151147,0.41798941798941797,0.50-0.55
Photophobia,0.603853476938816,0.4530677200261446,0.5949870698229559,0.4893290516922902,-0.12822188752166855,0.599420273380886,0.47119838585921736,0.55-0.60
Photosensitivity reaction,0.648978542978286,0.5607574200179879,0.6469388410638571,0.5494186046511628,-0.09287067968649626,0.6479586920210716,0.5550880123345754,0.60-0.65
Pigmentation disorder,0.5570137524557957,0.4322200392927308,0.612966601178782,0.4969744597249509,-0.12039292730844797,0.5849901768172888,0.46459724950884085,0.55-0.60
Platelet count decreased,0.6372727272727272,0.5066115702479339,0.6562396694214875,0.5608264462809917,-0.11303719008264457,0.6467561983471073,0.5337190082644627,0.60-0.65
Pleural effusion,0.6178401973809072,0.5349402163598406,0.5702410324539761,0.547997722527994,-0.05257164547352439,0.5940406149174416,0.5414689694439172,0.55-0.60
Pneumonia,0.636360698125404,0.5301712992889464,0.6109162895927602,0.5604880413703943,-0.07830882352941176,0.6236384938590821,0.5453296703296704,0.60-0.65
Pneumothorax,0.4654148173438033,0.4824172072379652,0.4695117787640833,0.4800273130761352,0.013758962103106925,0.46746329805394327,0.4812222601570502,<0.50
Pollakiuria,0.6385695187165774,0.541995320855615,0.6276236631016043,0.5550300802139038,-0.0845838903743315,0.6330965909090909,0.5485127005347594,0.60-0.65
Polyneuropathy,0.7318291944276196,0.541641429436705,0.6947304663840097,0.4357207752877045,-0.22459872804360992,0.7132798304058147,0.48868110236220474,>0.70
Polyp,0.6368561317663507,0.5320022718336318,0.6323124645025995,0.554939053693914,-0.09111363537070216,0.6345842981344751,0.5434706627637729,0.60-0.65
Polyuria,0.6469027965152172,0.5518029863032492,0.6108888025061167,0.541147417282144,-0.08242059771797033,0.628895799510667,0.5464752017926966,0.60-0.65
Pregnancy,0.6275294117647059,0.6063529411764705,0.6140588235294118,0.562764705882353,-0.03623529411764709,0.6207941176470588,0.5845588235294117,0.60-0.65
Priapism,0.7093590831918506,0.6693548387096775,0.7583297962648555,0.7521752971137521,-0.023079371816638272,0.733844439728353,0.7107650679117148,>0.70
Proctalgia,0.5132594621513944,0.4549925298804781,0.5202315737051793,0.4391807768924303,-0.06965886454183262,0.5167455179282868,0.4470866533864542,0.50-0.55
Prostatic disorder,0.6109312749003984,0.5219123505976095,0.5539716135458167,0.5232196215139442,-0.05988545816733071,0.5824514442231076,0.5225659860557769,0.55-0.60
Protein urine present,0.6287700947909547,0.504412682376014,0.6245208450955337,0.5849701363920008,-0.08195406055923682,0.6266454699432442,0.5446914093840074,0.60-0.65
Proteinuria,0.6302910052910052,0.5493626743626744,0.6165824915824916,0.5361952861952862,-0.0806577681577681,0.6234367484367485,0.5427789802789803,0.60-0.65
Prurigo,0.664827935222672,0.5407388663967613,0.5902327935222671,0.5948886639676114,-0.059716599190283215,0.6275303643724696,0.5678137651821864,0.60-0.65
Pruritus,0.5625410158813493,0.5043219020118876,0.556147225920162,0.5286970543565898,-0.042834642716516935,0.5593441209007557,0.5165094781842388,0.55-0.60
Psoriasis,0.545571988595866,0.5112259444048467,0.5881147540983608,0.482359230220955,-0.07005078403421253,0.5668433713471134,0.4967925873129009,0.55-0.60
Psychotic disorder,0.6352391823181488,0.5653004046902563,0.6236380616374391,0.5831690360070562,-0.055203901629137686,0.6294386219777939,0.5742347203486562,0.60-0.65
Pulmonary embolism,0.6019822082120054,0.5315897737290627,0.6224988646381535,0.5250447466139503,-0.08392327625357299,0.6122405364250795,0.5283172601715065,0.60-0.65
Pulmonary fibrosis,0.4627645502645502,0.5907407407407408,0.455952380952381,0.5447089947089947,0.10836640211640214,0.4593584656084656,0.5677248677248677,<0.50
Pulmonary function test decreased,0.6610658628871929,0.5771179375360739,0.6764573847239146,0.5485153594561663,-0.1059449753094337,0.6687616238055538,0.5628166484961201,0.65-0.70
Pulmonary oedema,0.5401650949696791,0.5293724788288409,0.5234418828306574,0.5859001415863009,0.02583282130740261,0.5318034889001683,0.5576363102075709,0.50-0.55
Purpura,0.5653087478559177,0.5303387650085764,0.5879502572898799,0.5100986277873071,-0.056410806174957084,0.5766295025728988,0.5202186963979417,0.55-0.60
Pyelonephritis,0.5570109024833434,0.4793307086614173,0.5698061780738946,0.5077225923682617,-0.06988188976377949,0.563408540278619,0.49352665051483946,0.55-0.60
Rash,0.5925175175175175,0.5608108108108109,0.5363613613613614,0.5102352352352352,-0.0289164164164164,0.5644394394394394,0.535523023023023,0.55-0.60
Rash erythematous,0.6232302144619473,0.474966786866578,0.5914594799772253,0.5472006073258682,-0.09626115012336317,0.6073448472195863,0.5110836970962231,0.60-0.65
Rash generalised,0.6323456175298804,0.6134835657370518,0.6099352589641435,0.5901394422310757,-0.019328934262948183,0.6211404382470119,0.6018115039840637,0.60-0.65
Rash maculo-papular,0.5991027235266867,0.5019384097725111,0.6075878380025844,0.5262233925828397,-0.08926437958696015,0.6033452807646356,0.5140809011776755,0.60-0.65
Rash papular,0.6127188029361943,0.5098814229249011,0.6160008469791078,0.4402879728966685,-0.13927512704686626,0.6143598249576511,0.4750846979107848,0.60-0.65
Rash pustular,0.5490590233251308,0.4994627941635186,0.552316916785083,0.5347797456070427,-0.03356670016982627,0.5506879700551068,0.5171212698852806,0.55-0.60
Rectal haemorrhage,0.5255506607929515,0.5095264317180617,0.5102147577092511,0.5373072687224669,0.005534140969162993,0.5178827092511014,0.5234168502202643,0.50-0.55
Renal failure,0.6650248002204464,0.5038922568200606,0.6521596858638744,0.4843793055938275,-0.16445646183521637,0.6585922430421605,0.494135781206944,0.65-0.70
Renal failure acute,0.7026460516758328,0.4706236380616374,0.6903808239078553,0.5150357995226731,-0.20368371899968882,0.696513437791844,0.4928297187921552,0.65-0.70
Renal impairment,0.604084134036639,0.4290529449101534,0.5984153735034691,0.4371949484558646,-0.16812580708704503,0.6012497537700541,0.433123946683009,0.60-0.65
Renal pain,0.5476320087098531,0.4566019476199117,0.4950099800399201,0.4522470211092965,-0.06689651001028249,0.5213209943748865,0.4544244843646041,0.50-0.55
Respiratory depression,0.6610658628871929,0.5771179375360739,0.6764573847239146,0.5485153594561663,-0.1059449753094337,0.6687616238055538,0.5628166484961201,0.65-0.70
Respiratory distress,0.7174941541138724,0.4722388384360216,0.6343466202621133,0.4071999564957311,-0.2362009897221165,0.6759203871879929,0.43971939746587635,0.65-0.70
Respiratory failure,0.5473897459872215,0.5079632226897304,0.561851332398317,0.4818762661679913,-0.05970079476390838,0.5546205391927692,0.49491974442886083,0.55-0.60
Respiratory tract infection,0.5088033553235178,0.524575123421731,0.4777403993184498,0.4503036393027219,-0.0058324959587574,0.4932718773209838,0.4874393813622264,<0.50
Rhabdomyolysis,0.6270899470899471,0.571031746031746,0.6319576719576718,0.5235449735449735,-0.08223544973544972,0.6295238095238095,0.5472883597883598,0.60-0.65
Rhinitis,0.5451016285822498,0.5784465345284686,0.5679364979169297,0.5501672768589825,0.0077878424441358285,0.5565190632495898,0.5643069056937255,0.55-0.60
Rhinorrhoea,0.5280092592592592,0.554861111111111,0.4949074074074074,0.5917052469135803,0.061824845679012336,0.5114583333333333,0.5732831790123456,0.50-0.55
Salivary hypersecretion,0.684042809042809,0.5246512746512747,0.6899651274651275,0.5377886002886003,-0.15578403078403075,0.6870039682539683,0.5312199374699376,0.65-0.70
Scotoma,0.6017874875868917,0.5203574975173783,0.5497443819191585,0.4745669204457684,-0.07830372577145178,0.5757659347530251,0.49746220898157334,0.55-0.60
Seborrhoeic dermatitis,0.5218227095984971,0.5268032679453012,0.5429245489099567,0.4784394250513346,-0.029752282755908993,0.5323736292542269,0.5026213464983179,0.50-0.55
Sensory loss,0.6231818181818183,0.5449586776859504,0.6520247933884297,0.6028099173553719,-0.0637190082644628,0.637603305785124,0.5738842975206612,0.60-0.65
Sepsis,0.6729817374978665,0.6354082851778705,0.6737132128837198,0.5955672591617291,-0.0578597030209933,0.6733474751907931,0.6154877721697998,0.65-0.70
Serotonin syndrome,0.8675045427013931,0.7305420956995761,0.8946093276801939,0.6818594791035736,-0.17485614778921865,0.8810569351907935,0.7062007874015748,>0.70
Sexual dysfunction,0.5587662337662338,0.6393320964749536,0.5606679035250464,0.5788033395176252,0.04935064935064931,0.5597170686456401,0.6090677179962893,0.55-0.60
Shock,0.5739480588722238,0.5302148078515005,0.5889186648520477,0.531323221977467,-0.050664346947651984,0.5814333618621357,0.5307690149144837,0.55-0.60
Sinus bradycardia,0.4357938357938358,0.4333074333074332,0.4473970473970474,0.4035742035742036,-0.02315462315462319,0.4415954415954416,0.4184408184408184,<0.50
Sinus congestion,0.4251224459506258,0.5441547518923465,0.4835996635828428,0.5579577499628952,0.09669519616088654,0.4543610547667343,0.5510562509276209,<0.50
Sinus tachycardia,0.7632495457298607,0.4319351907934585,0.6901120533010296,0.3883252574197456,-0.3165505754088431,0.7266807995154452,0.41013022410660205,>0.70
Sinusitis,0.5272535033455372,0.5078746370407777,0.5598251483398561,0.556463830324454,-0.01137009216008078,0.5435393258426966,0.5321692336826158,0.50-0.55
Skin discolouration,0.4835164835164835,0.5077757685352622,0.4733620809570177,0.4681875086938378,0.009542356377799377,0.4784392822367506,0.48798163861455,<0.50
Skin disorder,0.5822533683489381,0.5435744462205983,0.5971540306005938,0.5683089746517469,-0.0337619890385934,0.589703699474766,0.5559417104361726,0.55-0.60
Skin exfoliation,0.5789647577092512,0.5749449339207049,0.5960627753303964,0.573045154185022,-0.013518722466960342,0.5875137665198238,0.5739950440528634,0.55-0.60
Skin hyperpigmentation,0.6270691850594228,0.4953310696095077,0.6172538200339558,0.506578947368421,-0.12120649405772493,0.6221615025466893,0.5009550084889643,0.60-0.65
Skin irritation,0.4031434184675835,0.4888015717092339,0.4584675834970531,0.4689980353634578,0.04809430255402755,0.4308055009823183,0.47889980353634587,<0.50
Skin ulcer,0.5012301804264625,0.5088846364133406,0.5410743575724439,0.5015035538545654,-0.015958173865500247,0.5211522689994532,0.505194095133953,0.50-0.55
Sleep disorder,0.604897137745975,0.5609794275491949,0.6420505366726298,0.5644454382826476,-0.060761404293381116,0.6234738372093024,0.5627124329159212,0.60-0.65
Sneezing,0.5606691703653124,0.597473540457494,0.5365653806759986,0.6143393649709799,0.05728917719358145,0.5486172755206555,0.6059064527142369,0.50-0.55
Somnolence,0.7337801101920365,0.6488392039424908,0.7271220689354402,0.6013897570832545,-0.10533660905086567,0.7304510895637384,0.6251144805128727,>0.70
Speech disorder,0.5834934115188892,0.4213931857243959,0.5486469180736697,0.4717756883361979,-0.1194857277659826,0.5660701647962795,0.4465844370302969,0.55-0.60
Stevens-Johnson syndrome,0.5831620197867147,0.4584832326866246,0.5805441346524476,0.4621450597455994,-0.12153893100346913,0.5818530772195811,0.460314146216112,0.55-0.60
Stomatitis,0.6532092127970265,0.5199621664675428,0.6137992831541219,0.4884176290986327,-0.12931435019248647,0.6335042479755741,0.5041898977830878,0.60-0.65
Stupor,0.6230066844335707,0.5236576521473196,0.6282930665385119,0.4856044388134038,-0.12101883000567956,0.6256498754860413,0.5046310454803618,0.60-0.65
Sudden death,0.5830588235294117,0.6395882352941177,0.6256470588235293,0.6358823529411765,0.03338235294117653,0.6043529411764705,0.6377352941176471,0.60-0.65
Suicidal ideation,0.6622658340767172,0.5242462087421945,0.6758608385370206,0.5827297056199822,-0.11557537912578059,0.669063336306869,0.5534879571810883,0.65-0.70
Suicide attempt,0.6779822767552829,0.5901840490797546,0.643626448534424,0.5554192229038855,-0.08800272665303338,0.6608043626448534,0.57280163599182,0.65-0.70
Supraventricular tachycardia,0.5752024291497976,0.6454453441295547,0.5016194331983805,0.5554655870445344,0.06204453441295549,0.538410931174089,0.6004554655870445,0.50-0.55
Swelling,0.4807973459289248,0.5281713900134952,0.5112460638776428,0.5353407557354926,0.035734367971210074,0.4960217049032838,0.5317560728744939,<0.50
Swelling face,0.5459332023575638,0.5200785854616896,0.5104125736738703,0.5522200392927308,0.00797642436149315,0.528172888015717,0.5361493123772102,0.50-0.55
Syncope,0.6007827510140185,0.5601081619583007,0.5966128228847933,0.5454636020778482,-0.04591190493133146,0.5986977869494059,0.5527858820180744,0.55-0.60
Systemic lupus erythematosus,0.7292020373514432,0.6063773344651952,0.7194397283531409,0.6187924448217318,-0.11173599320882854,0.724320882852292,0.6125848896434635,>0.70
Tachycardia,0.6708775095871871,0.504539815023686,0.6996390706068125,0.5346971576810287,-0.1656398037446425,0.6852582900969998,0.5196184863523573,0.65-0.70
Tardive dyskinesia,0.88143765066842,0.7904887135656367,0.8960479216889472,0.7876397107166337,-0.09967857403754837,0.8887427861786836,0.7890642121411352,>0.70
Tenderness,0.4419590196164096,0.5684826772685571,0.5091965572982655,0.5628467822971733,0.09008694132552764,0.47557778845733756,0.5656647297828652,<0.50
Tendonitis,0.5558579810076816,0.626202141172201,0.6557793503901288,0.6027339260872195,0.008649367930805063,0.6058186656989052,0.6144680336297103,0.60-0.65
Tension,0.6449713054873547,0.5836509060235883,0.628432421033605,0.591001521336366,-0.04937564958050272,0.6367018632604798,0.5873262136799771,0.60-0.65
Thinking abnormal,0.6740705303444505,0.5967400218698743,0.6374043193001641,0.5704620010934938,-0.07213641334062326,0.6557374248223073,0.5836010114816841,0.65-0.70
Thirst,0.5980897889306873,0.4692181199738697,0.6321492127137162,0.4679791859076881,-0.14652084788142283,0.6151195008222017,0.4685986529407789,0.60-0.65
