se,n_pos,prev,struct,expr,blend,expr_minus_struct,blend_gain
Furuncle,34,0.06367041198501873,0.5346470588235294,0.4880588235294117,0.5356470588235294,-0.04658823529411765,0.0010000000000000009
Gait disturbance,87,0.16292134831460675,0.6276839209030831,0.4873614646815295,0.5702640849597573,-0.1403224562215536,-0.05741983594332578
Galactorrhoea,54,0.10112359550561797,0.8187114197530864,0.7857638888888889,0.8295910493827161,-0.03294753086419744,0.010879629629629739
Gamma-glutamyltransferase increased,61,0.11423220973782772,0.4981804318441756,0.5248674314629328,0.5023394447717742,0.0266869996187572,0.004159012927598571
Gastric ulcer,40,0.0749063670411985,0.4730263157894737,0.4043522267206478,0.4432186234817814,-0.06867408906882588,-0.029807692307692257
Gastritis,137,0.2565543071161049,0.5785544871205575,0.49605618783209837,0.5176230487782456,-0.08249829928845909,-0.06093143834231185
Gastroenteritis,109,0.20411985018726592,0.6043173232595791,0.5536751214247166,0.5841985968699407,-0.050642201834862455,-0.02011872638963841
Gastrointestinal disorder,343,0.6423220973782772,0.6075893334147421,0.5596751789721124,0.5842199258162503,-0.0479141544426297,-0.02336940759849182
Gastrointestinal haemorrhage,119,0.22284644194756553,0.5851371874050825,0.49824845600890966,0.5195504707907259,-0.08688873139617281,-0.06558671661435655
Gastrointestinal pain,340,0.6367041198501873,0.6268192844147968,0.5114463311097636,0.542919951485749,-0.11537295330503328,-0.08389933292904783
Gastrooesophageal reflux disease,80,0.149812734082397,0.5972191629955947,0.5450440528634362,0.5657764317180617,-0.052175110132158586,-0.031442731277533054
Generalised oedema,42,0.07865168539325842,0.4758517228029423,0.5846399535423925,0.506145954316686,0.10878823073945021,0.030294231513743664
Gingival bleeding,44,0.08239700374531835,0.525974025974026,0.4157235621521336,0.48664192949907237,-0.11025046382189241,-0.039332096474953615
Gingivitis,61,0.11423220973782772,0.5250060652271862,0.47568710359408034,0.4800194087269954,-0.04931896163310584,-0.04498665650019079
Glaucoma,56,0.10486891385767791,0.635011954572624,0.5293260609683204,0.6100941422594143,-0.1056858936043037,-0.024917812313209775
Glossitis,66,0.12359550561797752,0.5044677544677545,0.49349261849261855,0.483067858067858,-0.010975135975135941,-0.02139989639989648
Glycosuria,66,0.12359550561797752,0.630989380989381,0.5415695415695415,0.5993589743589743,-0.08941983941983944,-0.031630406630406616
Gout,76,0.14232209737827714,0.631205470006895,0.42108136060675705,0.48411284762123646,-0.21012410940013793,-0.1470926223856585
Grand mal convulsion,37,0.06928838951310862,0.5846429930936974,0.5256403284572299,0.5711022894121486,-0.05900266463646753,-0.013540703681548805
Gynaecomastia,108,0.20224719101123595,0.6432576943140323,0.6302382194400975,0.6571683185532952,-0.013019474873934844,0.013910624239262814
Haematemesis,65,0.12172284644194757,0.6168607511891094,0.4013777267508611,0.504805642119075,-0.21548302443824835,-0.11205510907003446
Haematochezia,28,0.052434456928838954,0.4029503105590062,0.463579898362507,0.44995765104460755,0.060629587803500806,0.047007340485601345
Haematocrit decreased,28,0.052434456928838954,0.5271033314511575,0.6619847543760586,0.6559853190287973,0.13488142292490113,0.1288819875776398
Haematoma,41,0.07677902621722846,0.561915598872013,0.45312422698263494,0.4970563498738436,-0.1087913718893781,-0.06485924899816942
Haematuria,165,0.3089887640449438,0.6247515808491417,0.5146423585447975,0.5507760532150776,-0.11010922230434428,-0.07397552763406412
Haemoglobin,168,0.3146067415730337,0.6192753057507155,0.5828129065833983,0.6001496226906063,-0.036462399167317194,-0.0191256830601092
Haemoglobin decreased,55,0.10299625468164794,0.5620041753653444,0.4343139115581704,0.47963560447902825,-0.12769026380717402,-0.08236857088631616
Haemolytic anaemia,92,0.17228464419475656,0.6513132008656305,0.5093694668502853,0.5891943734015346,-0.1419437340153452,-0.062118827464095916
Haemoptysis,58,0.10861423220973783,0.6151477832512315,0.4825412923790206,0.5446247464503042,-0.13260649087221094,-0.07052303680092731
Haemorrhage,169,0.31647940074906367,0.6081705438923564,0.5884250628191618,0.6058847369700899,-0.019745481073194515,-0.0022858069222664312
Haemorrhage intracranial,30,0.056179775280898875,0.7313492063492064,0.5663359788359789,0.7087301587301587,-0.16501322751322756,-0.02261904761904776
Haemorrhoids,41,0.07677902621722846,0.3878691930935536,0.5109088210557562,0.3973680304754366,0.12303962796220258,0.009498837381883007
Hallucination,163,0.3052434456928839,0.6668595902303507,0.6317364774362113,0.6526549038413838,-0.03512311279413938,-0.01420468638896688
Headache,463,0.8670411985018727,0.6213914154473276,0.5361847108569343,0.6067897666778207,-0.08520670459039326,-0.01460164876950687
Hearing impaired,78,0.14606741573033707,0.6465924426450742,0.5679262258209627,0.6352339181286549,-0.07866621682411146,-0.011358524516419277
Hepatic enzyme increased,77,0.1441947565543071,0.53727016965529,0.6148796498905909,0.6014663673306999,0.0776094802353009,0.06419619767540996
Hepatic failure,129,0.24157303370786518,0.5820652694037707,0.5373145755574696,0.5721504450186621,-0.04475069384630104,-0.0099148243851086
Hepatic function abnormal,91,0.1704119850187266,0.49299233497879097,0.5052216406618212,0.5106541314216257,0.012229305683030212,0.017661796442834776
Hepatic necrosis,44,0.08239700374531835,0.4725417439703154,0.5780612244897959,0.5207792207792208,0.10551948051948051,0.04823747680890539
Hepatic steatosis,26,0.04868913857677903,0.539748637189582,0.44707752877044216,0.4972743791641429,-0.09267110841913984,-0.04247425802543908
Hepatitis,204,0.38202247191011235,0.6152109328579917,0.544949494949495,0.5655525846702317,-0.0702614379084967,-0.04965834818775994
Hepatitis cholestatic,32,0.0599250936329588,0.5150647410358566,0.5271414342629482,0.5391558764940239,0.012076693227091595,0.024091135458167212
Hepatobiliary disease,193,0.36142322097378277,0.6012793824928206,0.5565009952441007,0.576907297950253,-0.044778387248719964,-0.024372084542567674
Hepatocellular injury,77,0.1441947565543071,0.5250504418994572,0.5060672369206287,0.5217255392310097,-0.01898320497882844,-0.003324902668447427
Hepatomegaly,52,0.09737827715355805,0.5636370890520268,0.495531439514842,0.5664698372167252,-0.06810564953718479,0.002832748164698362
Hepatotoxicity,73,0.13670411985018727,0.6811428401628383,0.5300864707455502,0.6222625026000654,-0.15105636941728817,-0.05888033756277289
Hernia,28,0.052434456928838954,0.4815076228119707,0.4827075098814229,0.4625917560700169,0.0011998870694522323,-0.01891586674195378
Herpes simplex,67,0.1254681647940075,0.5563936207612901,0.4232158266483429,0.4838761225989964,-0.13317779411294717,-0.07251749816229364
Herpes zoster,64,0.1198501872659176,0.6195811170212766,0.4884308510638298,0.5506316489361702,-0.13115026595744683,-0.06894946808510638
Hiccups,69,0.12921348314606743,0.6330060776063581,0.4777310269596385,0.573601371357332,-0.1552750506467196,-0.05940470624902605
Hirsutism,39,0.07303370786516854,0.7043771043771043,0.5970991970991971,0.6555814555814556,-0.1072779072779072,-0.04879564879564868
Hostility,38,0.07116104868913857,0.65794779286927,0.4620118845500849,0.6065365025466893,-0.19593590831918506,-0.05141129032258063
Hot flush,108,0.20224719101123595,0.6005912015301687,0.48111198052512605,0.5223874108850635,-0.1194792210050426,-0.07820379064510519
Hyperacusis,25,0.04681647940074907,0.7067976424361493,0.6404715127701375,0.6959528487229862,-0.06632612966601181,-0.010844793713163048
Hyperaesthesia,60,0.11235955056179775,0.47264416315049224,0.5732419127988748,0.5710618846694797,0.10059774964838258,0.09841772151898748
Hyperbilirubinaemia,77,0.1441947565543071,0.673221745431811,0.5007530762454175,0.5699508369092614,-0.17246866918639348,-0.10327090852254961
Hypercalcaemia,43,0.08052434456928839,0.6697295505139014,0.5737223511580543,0.6231231942405153,-0.09600719935584712,-0.04660635627338605
Hypercholesterolaemia,82,0.15355805243445692,0.6248650982085042,0.4966814159292035,0.5543924023311029,-0.12818368227930071,-0.07047269587740135
Hyperglycaemia,172,0.32209737827715357,0.6450436849543878,0.46998265450340493,0.5040472825388668,-0.17506103045098287,-0.14099640241552103
Hyperhidrosis,266,0.49812734082397003,0.6165974638087757,0.5598557962069352,0.5777269666704073,-0.05674166760184052,-0.03887049713836832
Hyperkalaemia,67,0.1254681647940075,0.5650867717089072,0.4668413819553197,0.512512384544089,-0.09824538975358749,-0.052574387164818215
Hyperkinesia,73,0.13670411985018727,0.6574153864440019,0.5555225388524054,0.6185184084628413,-0.10189284759159645,-0.03889697798116054
Hyperlipidaemia,53,0.09925093632958802,0.5933785745106499,0.5081787157258856,0.5366178951084613,-0.08519985878476433,-0.05676067940218865
Hypernatraemia,26,0.04868913857677903,0.5863113264688069,0.5128709872804361,0.5455784373107209,-0.07344033918837078,-0.04073288915808604
Hyperreflexia,27,0.05056179775280899,0.7628022499817372,0.5960990576375191,0.7232814668712105,-0.16670319234421804,-0.03952078311052665
Hypersensitivity,353,0.6610486891385767,0.5695929131516754,0.480459518257086,0.49557854538055807,-0.08913339489458938,-0.0740143677711173
Hypertension,256,0.4794007490636704,0.5666872751798561,0.5540551933453237,0.564242356115108,-0.01263208183453235,-0.0024449190647480856
Hyperthyroidism,27,0.05056179775280899,0.4473664986485499,0.4338519979545621,0.4100372561911024,-0.013514500693987797,-0.03732924245744751
Hypertonia,84,0.15730337078651685,0.5503174603174604,0.4102380952380952,0.4191269841269841,-0.14007936507936525,-0.1311904761904763
Hypertriglyceridaemia,47,0.08801498127340825,0.5292935471187034,0.525012014504784,0.5614487308314038,-0.004281532613919392,0.03215518371270043
Hyperuricaemia,73,0.13670411985018727,0.6148931744569578,0.47918461949900454,0.5442902564407334,-0.13570855495795325,-0.07060291801622443
Hyperventilation,45,0.08426966292134831,0.5947739150193138,0.5471483753692343,0.5834583049306976,-0.04762553965007943,-0.011315610088616146
Hypoaesthesia,182,0.3408239700374532,0.591673951048951,0.4914616633366633,0.5160152347652348,-0.10021228771228774,-0.07565871628371623
Hypocalcaemia,63,0.11797752808988764,0.5743268291038992,0.5547467394601152,0.5866275738887204,-0.019580089643783993,0.012300744784821238
Hypoglycaemia,120,0.2247191011235955,0.581219806763285,0.5215378421900162,0.5533615136876006,-0.0596819645732688,-0.027858293075684437
Hypokalaemia,133,0.24906367041198502,0.5876474227963925,0.5130032062700391,0.5268782929893312,-0.07464421652635334,-0.060769129807061284
Hypokinesia,52,0.09737827715355805,0.5649537184806894,0.5153606766677306,0.5536626236833706,-0.04959304181295887,-0.011291094797318824
Hypomagnesaemia,46,0.08614232209737828,0.7702245188880968,0.6375178189593728,0.7705808980755524,-0.13270669992872408,0.00035637918745556885
Hypomania,26,0.04868913857677903,0.8542549969715323,0.6394609327680194,0.8345699576014536,-0.21479406420351288,-0.019685039370078705
Hyponatraemia,128,0.2397003745318352,0.6617341440886699,0.5429879926108374,0.591248460591133,-0.11874615147783252,-0.07048568349753692
Hypophosphataemia,43,0.08052434456928839,0.6503575995831953,0.615071283095723,0.6860228295363047,-0.03528631648747227,0.03566522995310939
Hyporeflexia,28,0.052434456928838954,0.46548560135516653,0.3458498023715415,0.38918690005646533,-0.11963579898362503,-0.0762987012987012
Hypotension,273,0.5112359550561798,0.6272718341683859,0.5769020251778872,0.5908803839838322,-0.0503698089904987,-0.0363914501845537
Hypothermia,27,0.05056179775280899,0.7098400175323253,0.4163927240850317,0.6506684198991891,-0.2934472934472936,-0.059171597633136175
Hypothyroidism,50,0.09363295880149813,0.5685123966942148,0.5005371900826446,0.5301239669421488,-0.0679752066115702,-0.03838842975206602
Hypotonia,30,0.056179775280898875,0.6265873015873016,0.4601851851851852,0.5813492063492063,-0.16640211640211638,-0.0452380952380953
Hypoxia,32,0.0599250936329588,0.6056399402390438,0.5748256972111554,0.6283615537848606,-0.030814243027888377,0.02272161354581681
Ileus,48,0.0898876404494382,0.5726594650205762,0.492326817558299,0.5287637174211248,-0.0803326474622772,-0.04389574759945136
Ileus paralytic,25,0.04681647940074907,0.7722593320235757,0.7894695481335954,0.8007072691552064,0.017210216110019716,0.02844793713163074
Ill-defined disorder,224,0.41947565543071164,0.5204061059907834,0.45856854838709676,0.46450172811059903,-0.061837557603686644,-0.055904377880184375
Immune system disorder,202,0.3782771535580524,0.4881307407849219,0.5134647500894667,0.5087677442443039,0.02533400930454477,0.02063700345938202
Inappropriate antidiuretic hormone secretion,49,0.09176029962546817,0.7709236271828319,0.6056806227645698,0.7208079107931833,-0.16524300441826212,-0.050115716389648624
Increased appetite,117,0.21910112359550563,0.6531390272397466,0.5682633380475107,0.608723277788026,-0.08487568919223587,-0.044415749451720554
Infection,273,0.5112359550561798,0.6003256003256003,0.5769721976618528,0.590234797131349,-0.023353402663747524,-0.010090803194251374
Infestation,171,0.3202247191011236,0.6102331126254572,0.6108130749279075,0.6364119665555072,0.0005799623024502765,0.02617885393005004
Inflammation,71,0.13295880149812733,0.6011620478812398,0.4337602287591641,0.521278861071396,-0.16740181912207575,-0.07988318680984385
Influenza,154,0.2883895131086142,0.5321086807928912,0.4813397129186603,0.48901230348598773,-0.05076896787423091,-0.043096377306903466
Influenza like illness,82,0.15355805243445692,0.5532592272825383,0.49258040146773147,0.5275469458234405,-0.060678825814806825,-0.025712281459097763
Injection site pain,39,0.07303370786516854,0.5635327635327634,0.4396788396788397,0.5031857031857032,-0.12385392385392369,-0.060347060347060166
Injection site reaction,56,0.10486891385767791,0.590406455469217,0.48684997011356845,0.5474073520621637,-0.10355648535564854,-0.04299910340705326
Injury,89,0.16666666666666666,0.5141522535033456,0.5448049488700921,0.5604342885999242,0.03065269536674653,0.04628203509657858
Insomnia,319,0.5973782771535581,0.6011518553619596,0.49077786688051317,0.5183203324342057,-0.11037398848144642,-0.08283152292775386
Interstitial lung disease,62,0.11610486891385768,0.7123769819573537,0.5711796063422635,0.6510388190267906,-0.14119737561509016,-0.061338162930563045
Intestinal obstruction,49,0.09176029962546817,0.5033031769408794,0.42369030086261306,0.45057858194824324,-0.07961287607826639,-0.05272459499263621
Irritability,103,0.19288389513108614,0.5842362534633838,0.5991710404793549,0.6255265469781273,0.014934787015971063,0.04129029351474345
Jaundice,183,0.34269662921348315,0.5924836143415378,0.5065464792240749,0.5283732660781841,-0.08593713511746293,-0.06411034826335371
Jaundice cholestatic,74,0.13857677902621723,0.5855757931844888,0.5643654524089308,0.5701821386603996,-0.021210340775558056,-0.01539365452408925
Joint swelling,35,0.06554307116104868,0.4438018894932722,0.4981963927855712,0.4096192384769539,0.054394503292299,-0.03418265101631829
Keratitis,54,0.10112359550561797,0.566820987654321,0.4996141975308642,0.4975308641975309,-0.06720679012345676,-0.06929012345679009
Lacrimal disorder,30,0.056179775280898875,0.4286375661375662,0.49318783068783073,0.42010582010582015,0.06455026455026452,-0.008531746031746057
Lacrimation increased,63,0.11797752808988764,0.6181377009402488,0.5294712364776059,0.5675192936339434,-0.08866646446264292,-0.0506184073063054
Laryngeal oedema,36,0.06741573033707865,0.6384426595269969,0.53603302097278,0.6221552878179384,-0.10240963855421681,-0.016287371709058474
Laryngeal pain,51,0.09550561797752809,0.5305484512645638,0.5119961027889417,0.5148784151341697,-0.01855234847562215,-0.015670036130394194
Laryngitis,54,0.10112359550561797,0.6411265432098766,0.4486496913580247,0.541087962962963,-0.19247685185185193,-0.10003858024691359
Laryngospasm,44,0.08239700374531835,0.6529220779220779,0.5317717996289424,0.6295454545454546,-0.12115027829313552,-0.023376623376623273
Lethargy,111,0.20786516853932585,0.5247375034609078,0.5692075053777181,0.5770025344493429,0.04447000191681039,0.05226503098843516
Leukocytoclastic vasculitis,35,0.06554307116104868,0.52642427712568,0.4230174634984254,0.4527912968794733,-0.10340681362725457,-0.07363298024620668
Leukocytosis,63,0.11797752808988764,0.5971421831294442,0.5032184140464395,0.5584538132308833,-0.0939237690830047,-0.03868836989856095
Leukopenia,254,0.4756554307116105,0.6415494938132733,0.5444460067491563,0.570627109111361,-0.09710348706411698,-0.07092238470191226
Libido decreased,109,0.20411985018726592,0.6099298434970318,0.47639503507825154,0.5225256341068538,-0.1335348084187803,-0.08740420939017801
Libido increased,43,0.08052434456928839,0.7086629091081325,0.5570975228532185,0.6764079003457585,-0.151565386254914,-0.03225500876237397
Liver disorder,49,0.09176029962546817,0.48491479065853144,0.45167262781401224,0.4383757626762045,-0.033242162844519196,-0.04653902798232695
Liver function test abnormal,138,0.25842696629213485,0.5307239057239057,0.4727894890938369,0.48757502561850385,-0.05793441663006882,-0.043148880105401854
Liver injury,68,0.12734082397003746,0.5477783388033324,0.5062484221156274,0.5415299166877051,-0.041529916687705004,-0.006248422115627261
Loss of consciousness,246,0.4606741573033708,0.6178579494128273,0.5554426377597109,0.5707853432700993,-0.06241531165311642,-0.04707260614272801
Loss of libido,31,0.05805243445692884,0.5434489835182453,0.5903931251202462,0.5919322773039184,0.04694414160200089,0.048483293785673065
Lower respiratory tract infection,30,0.056179775280898875,0.5404761904761906,0.5292989417989418,0.5984126984126984,-0.011177248677248786,0.05793650793650784
Lung disorder,38,0.07116104868913857,0.5881260611205432,0.5530029711375212,0.5838285229202038,-0.03512308998302205,-0.004297538200339401
Lymphadenopathy,93,0.17415730337078653,0.5992734011167191,0.5605539706922196,0.5899105161777973,-0.038719430424499546,-0.00936288493892179
Lymphoma,25,0.04681647940074907,0.6477799607072691,0.44502946954813355,0.6018074656188606,-0.20275049115913552,-0.045972495088408505
Lymphopenia,46,0.08614232209737828,0.7412241625089094,0.6155114041339985,0.729864575908767,-0.12571275837491092,-0.011359586600142468
Malaise,230,0.4307116104868914,0.513758581235698,0.5216962242562929,0.5236842105263159,0.007937643020594964,0.00992562929061791
Malnutrition,226,0.4232209737827715,0.6002758303643259,0.5376106194690267,0.5583697276175152,-0.0626652108952992,-0.041906102746810614
Mania,60,0.11235955056179775,0.6287623066104079,0.624929676511955,0.6419127988748242,-0.003832630098452916,0.013150492264416336
Mediastinal disorder,229,0.4288389513108614,0.5961342973727539,0.5452645142816235,0.5546567399241177,-0.05086978309113044,-0.04147755744863624
Melaena,88,0.1647940074906367,0.5970240521810029,0.48585915205870367,0.5519262128006522,-0.11116490012229918,-0.04509783938035061
Memory impairment,56,0.10486891385767791,0.5045203227734609,0.6034817692767482,0.5838687985654513,0.09896144650328731,0.07934847579199034
Menopausal symptoms,109,0.20411985018726592,0.5909983810037777,0.49839179708580683,0.530728548300054,-0.09260658391797083,-0.06026983270372366
Menorrhagia,58,0.10861423220973783,0.5712836858881484,0.531331498116488,0.5554187192118226,-0.03995218777166032,-0.015864966676325754
Menstrual disorder,53,0.09925093632958802,0.6147569921154826,0.5822382614835445,0.598713372298278,-0.03251873063193811,-0.01604361981720459
Menstruation irregular,37,0.06928838951310862,0.7457175485344499,0.6849203328076567,0.7948229920060906,-0.0607972157267932,0.0491054434716407
Mental disability,85,0.15917602996254682,0.5465740862046378,0.5423817633957815,0.5452115812917595,-0.004192322808856286,-0.0013625049128782596
Mental disorder,231,0.43258426966292135,0.5795722429385797,0.5366393782235367,0.5483262611975483,-0.042932864715042984,-0.031245981741031326
Metabolic acidosis,25,0.04681647940074907,0.7010609037328095,0.4411001964636542,0.6311198428290766,-0.25996070726915527,-0.06994106090373287
Metrorrhagia,52,0.09737827715355805,0.5951563996169805,0.574050430896904,0.59627353973827,-0.02110596872007653,0.001117140121289495
Micturition urgency,42,0.07865168539325842,0.6578590785907859,0.46423732094463804,0.5609272164150213,-0.1936217576461478,-0.09693186217576455
Migraine,121,0.22659176029962547,0.5517379384867829,0.5394713145098353,0.5421927841034158,-0.012266623976947555,-0.009545154383367116
Mood swings,114,0.21348314606741572,0.5228070175438597,0.4914786967418547,0.4978070175438597,-0.03132832080200504,-0.025000000000000022
Mouth ulceration,91,0.1704119850187266,0.5122665145238509,0.43256517748617074,0.4310520179594672,-0.07970133703768012,-0.08121449656438368
Mucosal inflammation,43,0.08052434456928839,0.7833562260218823,0.7276085823899967,0.8119641926774971,-0.05574764363188556,0.028607966655614825
Multiple fractures,41,0.07677902621722846,0.7109780834116658,0.6138128926928215,0.6918814624251719,-0.09716519071884433,-0.019096620986493895
Muscle contractions involuntary,28,0.052434456928838954,0.6226002258610954,0.627046866177301,0.6167419536984755,0.0044466403162055634,-0.005858272162619915
Muscle relaxant therapy,30,0.056179775280898875,0.6265873015873016,0.4601851851851852,0.5813492063492063,-0.16640211640211638,-0.0452380952380953
Muscle rigidity,31,0.05805243445692884,0.8012569742833321,0.6711344834220483,0.795741678958507,-0.1301224908612838,-0.005515295324825087
Muscle spasms,225,0.42134831460674155,0.5709169363538296,0.5148076231571378,0.5326573175116864,-0.05610931319669177,-0.03825961884214313
Muscle twitching,68,0.12734082397003746,0.6311537490532694,0.5650088361524868,0.6040456955314314,-0.06614491290078262,-0.027108053521837983
Muscular weakness,127,0.23782771535580524,0.5824256611658186,0.46278705333823444,0.48722165257598327,-0.11963860782758418,-0.09520400858983535
Musculoskeletal chest pain,26,0.04868913857677903,0.4778921865536038,0.5018927922471229,0.47115384615384615,0.024000605693519084,-0.006738340399757681
Musculoskeletal discomfort,309,0.5786516853932584,0.6353398058252426,0.5209061488673139,0.5517727436174038,-0.11443365695792873,-0.08356706220783883
Musculoskeletal disorder,26,0.04868913857677903,0.4953058752271351,0.6707298606904906,0.6116747425802544,0.17542398546335547,0.11636886735311935
Musculoskeletal pain,81,0.15168539325842698,0.5644945902488213,0.5186275311367291,0.551658354454528,-0.04586705911209221,-0.012836235794293271
Musculoskeletal stiffness,68,0.12734082397003746,0.641788689724817,0.555036606917445,0.6127240595809139,-0.0867520828073719,-0.029064630143903036
Myalgia,266,0.49812734082397003,0.6261081809000112,0.5022584446190101,0.5275782740433173,-0.12384973628100104,-0.09852990685669394
Mydriasis,55,0.10299625468164794,0.8390206870373885,0.7099259821598026,0.7877775669007401,-0.1290947048775859,-0.051243120136648446
Myocardial infarction,165,0.3089887640449438,0.6174755686950809,0.5124579124579125,0.532627083846596,-0.10501765623716841,-0.08484848484848495
Myocardial ischaemia,65,0.12172284644194757,0.6489092996555684,0.5201574544858127,0.597605379694932,-0.12875184516975569,-0.051303919960636435
Myoclonus,45,0.08426966292134831,0.6734832992501705,0.5274255850942968,0.6416723471938196,-0.14605771415587365,-0.03181095205635087
Myopathy,50,0.09363295880149813,0.5842561983471074,0.5681818181818181,0.5820661157024793,-0.01607438016528928,-0.0021900826446280552
Myositis,35,0.06554307116104868,0.6135699971371313,0.5539650730031491,0.6107643859146865,-0.05960492413398222,-0.002805611222444826
Nail disorder,46,0.08614232209737828,0.5890502494654312,0.5965787598004276,0.6111903064861012,0.007528510334996463,0.022140057020670012
Nasal congestion,95,0.17790262172284643,0.602997242536866,0.5064620549094833,0.5551372737081884,-0.09653518762738278,-0.0478599688286776
Nasopharyngitis,131,0.24531835205992508,0.5080218968423844,0.5597901236906409,0.5515882787490766,0.05176822684825644,0.04356638190669215
Nausea,481,0.900749063670412,0.6875220648805555,0.5492488133997568,0.6302514415721963,-0.1382732514807986,-0.05727062330835919
Neck pain,75,0.1404494382022472,0.4813362381989833,0.47834422657952075,0.4659114015976761,-0.0029920116194625535,-0.015424836601307224
Necrosis,37,0.06928838951310862,0.6096579476861167,0.6024797433248137,0.6208059165805645,-0.007178204361303009,0.011147968894447802
Neoplasm,93,0.17415730337078653,0.6121717504205983,0.5553361129397996,0.6051252042035453,-0.056835637480798784,-0.007046546217053029
Neoplasm malignant,69,0.12921348314606743,0.5822035218949664,0.6069814555088049,0.6154901044101605,0.02477793361383851,0.03328658251519412
Nephrolithiasis,63,0.11797752808988764,0.6282816028038958,0.4774037003336366,0.5405587571192667,-0.15087790247025917,-0.08772284568462907
Nephropathy,30,0.056179775280898875,0.3869047619047619,0.5173941798941799,0.4092592592592593,0.130489417989418,0.022354497354497405
Nephrotic syndrome,29,0.054307116104868915,0.6796176169341072,0.47989074769545925,0.6121543188801639,-0.1997268692386479,-0.06746329805394324
Nervous system disorder,301,0.5636704119850188,0.636818616058061,0.5354255486005162,0.5597365006487673,-0.10139306745754484,-0.07708211540929366
Nervousness,202,0.3782771535580524,0.6369736371227483,0.5431826315161636,0.5706638434927831,-0.09379100560658471,-0.06630979362996525
Neuralgia,58,0.10861423220973783,0.5753042596348885,0.4659881193856853,0.5199579831932772,-0.10931614024920322,-0.055346276441611275
Neuritis,55,0.10299625468164794,0.5934332890491554,0.5215031315240084,0.6109698234959196,-0.07193015752514698,0.017536534446764174
Neuroleptic malignant syndrome,40,0.0749063670411985,0.8237854251012146,0.8132591093117408,0.8420546558704454,-0.010526315789473717,0.018269230769230815
Neuropathy peripheral,168,0.3146067415730337,0.5798855061150143,0.5629716367421286,0.5824388498568827,-0.016913869372885748,0.0025533437418683302
Neutropenia,158,0.2958801498127341,0.6902269054672772,0.5801575545381092,0.6363116078642607,-0.11006935092916792,-0.0539152976030165
Night sweats,48,0.0898876404494382,0.518218449931413,0.4508744855967078,0.478866598079561,-0.06734396433470519,-0.03935185185185197
Nightmare,77,0.1441947565543071,0.6528176418767228,0.5453408735684446,0.5893034755179176,-0.10747676830827813,-0.06351416635880514
Nocturia,82,0.15355805243445692,0.5515594647096913,0.45329699978415716,0.48111374919058925,-0.09826246492553414,-0.07044571551910206
Non-Hodgkin's lymphoma,26,0.04868913857677903,0.7103270745003029,0.39445790430042393,0.6310569351907935,-0.3158691701998789,-0.07927013930950932
Nuchal rigidity,39,0.07303370786516854,0.6533022533022533,0.5193991193991194,0.601864801864802,-0.1339031339031339,-0.051437451437451376
Nystagmus,47,0.08801498127340825,0.6229193062169601,0.5174974878762725,0.5621040674559832,-0.10542181834068765,-0.06081523876097694
Ocular hyperaemia,26,0.04868913857677903,0.5950938824954572,0.5349030890369473,0.544442761962447,-0.06019079345850997,-0.05065112053301024
Oculogyric crisis,25,0.04681647940074907,0.828369351669941,0.7073477406679765,0.8440864440078586,-0.12102161100196451,0.015717092337917626
Oedema,262,0.49063670411985016,0.5830433318365514,0.5259177144140099,0.5421531207903008,-0.05712561742254152,-0.04089021104625068
Oedema peripheral,193,0.36142322097378277,0.6167018674122133,0.5380699861729444,0.5607858629753999,-0.0786318812392689,-0.05591600443681344
Oesophagitis,87,0.16292134831460675,0.4904214559386974,0.4807786263467818,0.4724472215793669,-0.009642829591915592,-0.017974234359330488
Oliguria,53,0.09925093632958802,0.536460989291178,0.4953908916173067,0.498568234417291,-0.04107009767387132,-0.03789275487388705
Opportunistic infection,33,0.06179775280898876,0.722010524405734,0.4738401983910966,0.6796709611080869,-0.2481703260146374,-0.0423395632976471
Optic neuritis,34,0.06367041198501873,0.5733529411764706,0.5401764705882353,0.6273529411764707,-0.03317647058823536,0.05400000000000005
Oral candidiasis,45,0.08426966292134831,0.6281299704612588,0.5445580549875029,0.621177005226085,-0.08357191547375598,-0.006952965235173858
Oropharyngeal discomfort,57,0.10674157303370786,0.5806024495200265,0.5024826216484608,0.5152083563205708,-0.07811982787156568,-0.06539409319945566
Oropharyngeal pain,81,0.15168539325842698,0.5618782874117679,0.5301828686670482,0.5646853623306898,-0.031695418744719706,0.002807074918921848
Orthostatic hypotension,137,0.2565543071161049,0.719355016639394,0.5214105793450882,0.5837209729908621,-0.19794443729430589,-0.13563404364853193
Osteoarthritis,115,0.2153558052434457,0.5575801598007679,0.48645844142367956,0.5062778873093287,-0.07112171837708836,-0.05130227249143926
Osteoporosis,34,0.06367041198501873,0.7139411764705882,0.46,0.6105294117647058,-0.25394117647058817,-0.10341176470588243
Otitis media,52,0.09737827715355805,0.5347111394829237,0.41473827002872643,0.45220236195339925,-0.11997286945419727,-0.08250877752952446
Pain,304,0.5692883895131086,0.5564359267734553,0.4988987414187643,0.510883867276888,-0.057537185354691045,-0.045552059496567376
Pain in extremity,115,0.2153558052434457,0.5738922901317838,0.5515201826294489,0.5781259728131161,-0.02237210750233487,0.004233682681332285
Pallor,52,0.09737827715355805,0.5987472071496969,0.5700606447494414,0.5946776252792849,-0.028686562400255466,-0.0040695818704119535
Palpitations,233,0.4363295880149813,0.6762437083826445,0.5998602654955584,0.6270942352387606,-0.0763834428870861,-0.04914947314388385
