se,n_pos,prev,struct,expr,blend,expr_minus_struct,blend_gain
Pancreatitis,164,0.30711610486891383,0.621044825313118,0.4608767303889255,0.49469347396176666,-0.16016809492419248,-0.12635135135135134
Pancreatitis acute,31,0.05805243445692884,0.512088757775925,0.41961136407362276,0.47951003655486435,-0.09247739370230224,-0.03257872122106065
Pancytopenia,151,0.28277153558052437,0.6471218854287345,0.550239482648315,0.5800494527345978,-0.09688240278041949,-0.06707243269413665
Paraesthesia,297,0.5561797752808989,0.6388356135191579,0.4913125630425208,0.5243432922757818,-0.14752305047663705,-0.11449232124337605
Paraesthesia oral,30,0.056179775280898875,0.5903439153439154,0.5021164021164021,0.5871031746031746,-0.08822751322751332,-0.0032407407407407662
Paralysis,47,0.08801498127340825,0.4803180567084625,0.5088033553235178,0.4683909301411158,0.028485298615055332,-0.01192712656734668
Paranoia,52,0.09737827715355805,0.6976141078838174,0.609998404085541,0.6727976380466008,-0.08761570379827643,-0.024816469837216637
Parkinsonism,35,0.06554307116104868,0.8172917263097624,0.7565989121099342,0.7977097051245349,-0.06069281419982819,-0.01958202118522756
Parosmia,49,0.09176029962546817,0.43538817588891227,0.5407111298127498,0.49619187881338106,0.10532295392383756,0.060803702924468794
Pelvic pain,37,0.06928838951310862,0.6953069769971179,0.4613083908858557,0.6329327315242809,-0.23399858611126217,-0.06237424547283699
Peptic ulcer,47,0.08801498127340825,0.6160164271047228,0.6077591856350212,0.6216960111844119,-0.008257241469701637,0.0056795840796890484
Pericardial effusion,27,0.05056179775280899,0.7050916794506538,0.46628679962013286,0.6423405654174884,-0.2388048798305209,-0.06275111403316536
Pericarditis,33,0.06179775280898876,0.5267646525131554,0.5147281195185387,0.5305752132099437,-0.012036532994616711,0.003810560696788312
Periorbital oedema,28,0.052434456928838954,0.5918266516092602,0.42595990965556185,0.534867306606437,-0.16586674195369833,-0.05695934500282318
Peripheral coldness,33,0.06179775280898876,0.7018085042037139,0.6060001209701809,0.7296316457993105,-0.09580838323353302,0.027823141595596623
Peripheral sensory neuropathy,27,0.05056179775280899,0.6758711374095988,0.6239316239316238,0.6938417707648477,-0.051939513477974986,0.017970633355248844
Peripheral vascular disorder,31,0.05805243445692884,0.5551850189187456,0.5713461168473033,0.5587763740139806,0.01616109792855769,0.003591355095235005
Petechiae,59,0.1104868913857678,0.632149866190901,0.511364852809991,0.584335414808207,-0.12078501338090997,-0.04781445138269391
Pharyngitis,176,0.3295880149812734,0.5880840528186897,0.5461052564753681,0.5602621889283901,-0.04197879634332158,-0.027821863890299614
Phlebitis,63,0.11797752808988764,0.48198699154113156,0.35611498668823505,0.3897145553196508,-0.1258720048528965,-0.09227243622148074
Photophobia,77,0.1441947565543071,0.594106112705675,0.4896700673505925,0.5392025917190031,-0.10443604535508255,-0.05490352098667195
Photosensitivity reaction,172,0.32209737827715357,0.6412373120904535,0.5098772966722342,0.5471219324168058,-0.1313600154182193,-0.09411537967364769
Pigmentation disorder,25,0.04681647940074907,0.5066404715127701,0.4695481335952849,0.5310019646365423,-0.03709233791748523,0.024361493123772116
Platelet count decreased,50,0.09363295880149813,0.6299173553719009,0.6044214876033057,0.6242148760330578,-0.025495867768595137,-0.005702479338843047
Pleural effusion,55,0.10299625468164794,0.6099070032264188,0.5140254317707345,0.56621749857658,-0.09588157145568432,-0.043689504649838784
Pneumonia,170,0.31835205992509363,0.6163542340012927,0.5439883645765999,0.5615061409179056,-0.07236586942469281,-0.05484809308338712
Pneumothorax,29,0.054307116104868915,0.4163878456811198,0.4223284397405258,0.3855240696483442,0.005940594059406001,-0.030863776032775625
Pollakiuria,160,0.299625468164794,0.6366978609625669,0.546524064171123,0.5660093582887701,-0.09017379679144388,-0.07068850267379678
Polyneuropathy,26,0.04868913857677903,0.68057238037553,0.49916717141126593,0.657404603270745,-0.1814052089642641,-0.023167777104785015
Polyp,47,0.08801498127340825,0.6164096290794705,0.5419633885272402,0.6018611560138057,-0.07444624055223026,-0.014548473065664758
Polyuria,101,0.1891385767790262,0.5922758557610958,0.5271305421535225,0.5377175130908011,-0.06514531360757325,-0.05455834267029469
Pregnancy,34,0.06367041198501873,0.5958823529411765,0.5467647058823529,0.6042941176470588,-0.0491176470588236,0.00841176470588223
Priapism,38,0.07116104868913857,0.7855475382003394,0.6787457555178269,0.7890492359932089,-0.1068017826825125,0.0035016977928694626
Proctalgia,32,0.0599250936329588,0.5256474103585658,0.5195468127490039,0.5418949203187251,-0.006100597609561831,0.016247509960159334
Prostatic disorder,32,0.0599250936329588,0.6226967131474104,0.5350473107569721,0.5514815737051793,-0.08764940239043828,-0.07121513944223112
Protein urine present,73,0.13670411985018727,0.6186372685941819,0.5056309987222536,0.5702611951386206,-0.1130062698719283,-0.048376073455561275
Proteinuria,72,0.1348314606741573,0.6391895141895142,0.5124158249158248,0.5881433381433381,-0.12677368927368937,-0.05104617604617612
Prurigo,40,0.0749063670411985,0.5674089068825912,0.5558704453441297,0.5480263157894737,-0.011538461538461497,-0.019382591093117463
Pruritus,401,0.7509363295880149,0.5260345377158608,0.5238032737704611,0.5333095831848949,-0.002231263945399742,0.007275045469034014
Psoriasis,46,0.08614232209737828,0.5360833927298647,0.5199572344975053,0.5270402708481825,-0.01612615823235941,-0.009043121881682215
Psychotic disorder,115,0.2153558052434457,0.6063920307149527,0.5842274566773893,0.6122652277679776,-0.022164574037563445,0.0058731970530249145
Pulmonary embolism,83,0.15543071161048688,0.6100766703176341,0.5654903427457056,0.6106911014345631,-0.044586327571928486,0.0006144311169289374
Pulmonary fibrosis,30,0.056179775280898875,0.5226851851851853,0.6166005291005292,0.6047619047619047,0.09391534391534395,0.08207671957671947
Pulmonary function test decreased,31,0.05805243445692884,0.6528570512409415,0.522798691720644,0.6568331943820945,-0.13005835952029754,0.003976143141153021
Pulmonary oedema,83,0.15543071161048688,0.5177784307963562,0.5396842358346913,0.5262201800550317,0.021905805038335058,0.008441749258675468
Purpura,110,0.20599250936329588,0.5466552315608919,0.5281303602058319,0.5394511149228131,-0.01852487135505998,-0.00720411663807885
Pyelonephritis,26,0.04868913857677903,0.5423228346456692,0.5033313143549365,0.5071168988491823,-0.03899152029073272,-0.0352059357964869
Rash,444,0.8314606741573034,0.612062062062062,0.5674924924924925,0.5858108108108109,-0.04456956956956959,-0.026251251251251162
Rash erythematous,55,0.10299625468164794,0.6286961472765231,0.5310305560827482,0.5970772442588727,-0.09766559119377494,-0.03161890301765047
Rash generalised,32,0.0599250936329588,0.5685383466135459,0.6489666334661355,0.6476593625498007,0.08042828685258963,0.07912101593625487
Rash maculo-papular,93,0.17415730337078653,0.5852778387340599,0.5197864091873309,0.5445834247677566,-0.06549142954672904,-0.040694413966303356
Rash papular,28,0.052434456928838954,0.4968238283455675,0.4332298136645963,0.48249576510446074,-0.0635940146809712,-0.014328063241106748
Rash pustular,61,0.11423220973782772,0.5437216234013794,0.4722559179288116,0.5058052888781062,-0.07146570547256781,-0.037916334523273254
Rectal haemorrhage,80,0.149812734082397,0.5572411894273128,0.5363160792951542,0.5501376651982379,-0.020925110132158586,-0.007103524229074898
Renal failure,152,0.2846441947565543,0.6563791678148252,0.4717897492422155,0.5334975199779554,-0.1845894185726097,-0.12288164783686983
Renal failure acute,115,0.2153558052434457,0.704596866244682,0.4569471827332158,0.5510843623534296,-0.2476496835114662,-0.15351250389125237
Renal impairment,107,0.20037453183520598,0.6156186390597298,0.45540502090218654,0.5078246405042789,-0.16021361815754326,-0.10779399855545091
Renal pain,33,0.06179775280898876,0.6400532268795742,0.4299885078328192,0.5868263473053892,-0.210064719046755,-0.05322687957418504
Respiratory depression,31,0.05805243445692884,0.6528570512409415,0.522798691720644,0.6568331943820945,-0.13005835952029754,0.003976143141153021
Respiratory distress,37,0.06928838951310862,0.6256457664908369,0.4878459948882484,0.5730599815106858,-0.1377997716025885,-0.052585784980151096
Respiratory failure,69,0.12921348314606743,0.5427769985974754,0.5329904940003117,0.5386629266012155,-0.009786504597163681,-0.004114071996259905
Respiratory tract infection,47,0.08801498127340825,0.501376206911617,0.5350605094150029,0.5169732185766088,0.03368430250338594,0.015597011664991833
Rhabdomyolysis,84,0.15730337078651685,0.623994708994709,0.5775925925925925,0.6116666666666666,-0.046402116402116445,-0.01232804232804241
Rhinitis,178,0.3333333333333333,0.5455119303118293,0.5317510415351597,0.5378108824643353,-0.013760888776669589,-0.007701047847494036
Rhinorrhoea,54,0.10112359550561797,0.5395061728395062,0.6052854938271606,0.5869212962962962,0.06577932098765438,0.04741512345679
Salivary hypersecretion,72,0.1348314606741573,0.6657948532948533,0.515993265993266,0.6188973063973063,-0.14980158730158732,-0.04689754689754699
Scotoma,57,0.10674157303370786,0.5462135422413477,0.5032182132480046,0.5217183419765347,-0.04299532899334302,-0.024495200264813
Seborrhoeic dermatitis,47,0.08801498127340825,0.5130411988291319,0.5382061252129844,0.5680020970771986,0.02516492638385248,0.054960898248066714
Sensory loss,50,0.09363295880149813,0.6691735537190082,0.5920661157024794,0.65,-0.07710743801652886,-0.019173553719008196
Sepsis,93,0.17415730337078653,0.7029966108307122,0.6199253895106429,0.6814424694609027,-0.08307122132006928,-0.021554141369809487
Serotonin syndrome,26,0.04868913857677903,0.8990006056935191,0.7239551786795881,0.9058903694730467,-0.175045427013931,0.006889763779527547
Sexual dysfunction,44,0.08239700374531835,0.575834879406308,0.5853896103896103,0.5991187384044527,0.009554730983302395,0.02328385899814478
Shock,263,0.49250936329588013,0.6015882592285999,0.5235923842128155,0.5373283010396643,-0.07799587501578442,-0.0642599581889356
Sinus bradycardia,39,0.07303370786516854,0.4321678321678322,0.4985754985754986,0.5053095053095054,0.06640766640766638,0.07314167314167314
Sinus congestion,41,0.07677902621722846,0.49146588828971455,0.5748775540493741,0.5392074407559492,0.08341166575965958,0.04774155246623463
Sinus tachycardia,26,0.04868913857677903,0.6985160508782555,0.45623864324651725,0.6437764990914597,-0.24227740763173827,-0.05473955178679579
Sinusitis,178,0.3333333333333333,0.5468059588435804,0.5368955939906578,0.5376057315995455,-0.009910364852922626,-0.009200227244034909
Skin discolouration,79,0.14794007490636704,0.45475031297816115,0.46799276672694395,0.4481012658227848,0.013242453748782801,-0.006649047155376342
Skin disorder,302,0.5655430711610487,0.603548184517013,0.5554778488239324,0.570264329755652,-0.04807033569308061,-0.033283854761360976
Skin exfoliation,80,0.149812734082397,0.534966960352423,0.532874449339207,0.5310022026431718,-0.0020925110132159475,-0.003964757709251199
Skin hyperpigmentation,38,0.07116104868913857,0.593060271646859,0.5081175721561969,0.5718378607809846,-0.08494269949066213,-0.021222410865874397
Skin irritation,25,0.04681647940074907,0.5067976424361493,0.49823182711198427,0.5144204322200393,-0.00856581532416506,0.007622789783889972
Skin ulcer,62,0.11610486891385768,0.5192386550027337,0.49682203389830504,0.5163340623291417,-0.022416621104428658,-0.002904592673591999
Sleep disorder,104,0.1947565543071161,0.6131037567084079,0.5384168157423972,0.5610912343470482,-0.0746869409660107,-0.05201252236135967
Sneezing,29,0.054307116104868915,0.500034141345169,0.5872311369067942,0.5952884943666781,0.08719699556162519,0.09525435302150909
Somnolence,317,0.5936329588014981,0.719679018447717,0.6316416868976145,0.6839320240154676,-0.08803733155010252,-0.03574699443224938
Speech disorder,63,0.11797752808988764,0.5298419438546826,0.47241600107842147,0.4776059043574967,-0.057425942776261174,-0.052236039497185915
Stevens-Johnson syndrome,172,0.32209737827715357,0.5947417448284724,0.4836823846845689,0.518967621739689,-0.1110593601439035,-0.0757741230887834
Stomatitis,162,0.30337078651685395,0.6466381255807779,0.5235463958582238,0.5675361741669984,-0.12309172972255411,-0.07910195141377951
Stupor,47,0.08801498127340825,0.609200926209096,0.502992703918913,0.5688758792433046,-0.10620822229018301,-0.04032504696579142
Sudden death,34,0.06367041198501873,0.6468235294117648,0.5597058823529412,0.6446470588235294,-0.08711764705882363,-0.0021764705882354463
Suicidal ideation,59,0.1104868913857678,0.6920249776984836,0.5550401427297057,0.6466012488849242,-0.1369848349687779,-0.04542372881355938
Suicide attempt,45,0.08426966292134831,0.7048852533515111,0.5674164962508521,0.671665530561236,-0.13746875710065898,-0.033219722790275075
Supraventricular tachycardia,40,0.0749063670411985,0.6159412955465586,0.6293522267206477,0.6492408906882591,0.013410931174089091,0.033299595141700444
Swelling,78,0.14606741573033707,0.49302744039586144,0.5477395411605938,0.538349077822762,0.05471210076473232,0.04532163742690054
Swelling face,25,0.04681647940074907,0.5313948919449902,0.450294695481336,0.5374459724950884,-0.08110019646365424,0.006051080550098176
Syncope,235,0.4400749063670412,0.6076424962641429,0.5866647690884508,0.5986052800113855,-0.02097772717569213,-0.00903721625275744
Systemic lupus erythematosus,38,0.07116104868913857,0.7268145161290324,0.5542763157894737,0.6925403225806452,-0.1725382003395587,-0.03427419354838712
Tachycardia,248,0.46441947565543074,0.6808171667042635,0.5474988720956463,0.5878355515452289,-0.13331829460861722,-0.09298161515903458
Tardive dyskinesia,27,0.05056179775280899,0.8677039959091241,0.7896120973044051,0.8779311856234933,-0.07809189860471899,0.0102271897143692
Tenderness,47,0.08801498127340825,0.49696360697278175,0.5047839573594304,0.5083227751321595,0.007820350386648633,0.011359168159377764
Tendonitis,33,0.06179775280898876,0.6449525192040161,0.6294683360551625,0.648339684267828,-0.01548418314885358,0.00338716506381187
Tension,197,0.36891385767790263,0.6053713717633945,0.5775806232960279,0.5971471177454097,-0.02779074846736662,-0.008224254017984767
Thinking abnormal,62,0.11610486891385768,0.6036085292509569,0.5567249863313286,0.5649603608529251,-0.04688354291962826,-0.03864816839803176
Thirst,103,0.19288389513108614,0.5765999144009191,0.5370216025048994,0.5401977789291105,-0.03957831189601968,-0.036402135471808594
Throat irritation,31,0.05805243445692884,0.5549284935548002,0.5552491502597319,0.5716667735522349,0.00032065670493164333,0.016738279997434713
Throat tightness,26,0.04868913857677903,0.7469715324046032,0.59728952150212,0.7303906723198061,-0.14968201090248323,-0.01658086008479709
Thrombocytopenia,291,0.5449438202247191,0.6690000424250138,0.5525858045903865,0.5926915842914315,-0.11641423783462723,-0.07630845813358222
Thrombocytopenic purpura,25,0.04681647940074907,0.7629862475442043,0.4641257367387034,0.7277013752455795,-0.2988605108055009,-0.03528487229862476
Thrombocytosis,42,0.07865168539325842,0.6170150987224158,0.5137921022067363,0.6115950445218737,-0.10322299651567945,-0.005420054200542035
Thrombophlebitis,84,0.15730337078651685,0.5285449735449735,0.44026455026455025,0.46537037037037043,-0.08828042328042329,-0.0631746031746031
Thrombosis,44,0.08239700374531835,0.6175324675324675,0.4813079777365492,0.5518552875695734,-0.13622448979591828,-0.06567717996289413
Tinnitus,193,0.36142322097378277,0.6113077963320317,0.47566590187349006,0.49920228526279004,-0.13564189445854163,-0.11210551106924166
Tongue discolouration,34,0.06367041198501873,0.724,0.518,0.6837058823529412,-0.20599999999999996,-0.040294117647058814
Tongue disorder,57,0.10674157303370786,0.6722203832432233,0.5234469822354629,0.6075618816433116,-0.14877340100776038,-0.06465850159991171
Tongue oedema,44,0.08239700374531835,0.6631725417439703,0.44939703153988875,0.5673469387755102,-0.2137755102040816,-0.0958256029684601
Tooth abscess,29,0.054307116104868915,0.5491976783885285,0.4759303516558552,0.506657562307955,-0.07326732673267333,-0.04254011608057351
Tooth disorder,49,0.09176029962546817,0.5098253734483484,0.44468756574794865,0.4574794866400168,-0.06513780770039979,-0.05234588680833163
Toothache,47,0.08801498127340825,0.5593516536327494,0.4584298134475075,0.5179343789593255,-0.10092184018524192,-0.04141727467342393
Torsade de pointes,63,0.11797752808988764,0.7354834361203788,0.5812017659151417,0.7127354834361204,-0.1542816702052371,-0.022747952684258443
Toxic epidermal necrolysis,136,0.2546816479400749,0.6100908956547444,0.48706769139816725,0.5259200413833875,-0.12302320425657715,-0.08417085427135684
Transaminases increased,46,0.08614232209737828,0.4668567355666429,0.47055416963649327,0.486992159657876,0.003697434069850347,0.02013542409123309
Transient ischaemic attack,42,0.07865168539325842,0.5640727835849787,0.5195509097948122,0.5630081300813008,-0.04452187379016648,-0.0010646535036779037
Traumatic liver injury,29,0.054307116104868915,0.6682144076476614,0.5701604643222943,0.6660976442471833,-0.0980539433253671,-0.002116763400478061
Tremor,216,0.4044943820224719,0.6666666666666666,0.5491206615420452,0.5827218728162125,-0.11754600512462143,-0.08394479385045417
Tubulointerstitial nephritis,56,0.10486891385767791,0.7157426778242677,0.5544680215182307,0.638336820083682,-0.161274656306037,-0.07740585774058573
Ulcer,51,0.09550561797752809,0.6315511711931149,0.4214265416311452,0.5368408232858362,-0.2101246295619697,-0.09471034790727872
Upper respiratory tract infection,164,0.30711610486891383,0.5238793671720501,0.43513513513513513,0.4474950560316414,-0.08874423203691495,-0.07638431114040867
Urethral disorder,194,0.36329588014981273,0.6288508186779866,0.5809278350515464,0.6035627653123106,-0.04792298362644021,-0.025288053365676078
Urinary incontinence,88,0.1647940074906367,0.5351355483081941,0.4669282511210762,0.4945729718711781,-0.06820729718711788,-0.040562576437015996
Urinary retention,128,0.2397003745318352,0.6985067733990148,0.6043526785714286,0.6482065886699507,-0.09415409482758619,-0.05030018472906406
Urinary tract disorder,193,0.36142322097378277,0.6469998328597693,0.5886375032288453,0.6213058210383967,-0.058362329630923915,-0.025694011821372542
Urinary tract infection,167,0.31273408239700373,0.5508166228850202,0.5572778149423224,0.5635105810178009,0.006461192057302223,0.012693958132780736
Urine abnormality,32,0.0599250936329588,0.5296937250996017,0.6381349601593626,0.6429905378486056,0.10844123505976089,0.11329681274900394
Urine analysis abnormal,37,0.06928838951310862,0.5223775082930012,0.5553863722877808,0.5706128663875143,0.033008863994779536,0.04823535809451307
Urine output increased,95,0.17790262172284643,0.6255125284738041,0.5222635175638413,0.5606521999760221,-0.10324901090996286,-0.064860328497782
Urticaria,335,0.6273408239700374,0.5791194779869496,0.5737793444836121,0.5856146403660092,-0.0053401335033375075,0.00649516237905956
VIIth nerve paralysis,27,0.05056179775280899,0.4601504857915114,0.582219300168018,0.5250200891226532,0.12206881437650663,0.06486960333114178
Vaginal discharge,43,0.08052434456928839,0.7181357457490646,0.5265476246862123,0.639511201629328,-0.19158812106285228,-0.07862454411973663
Vaginal haemorrhage,61,0.11423220973782772,0.6063494264028004,0.5763005580009011,0.5938723876200048,-0.030048868401899353,-0.012477038782795602
Vaginal infection,81,0.15168539325842698,0.5951816422750933,0.508952661270542,0.5461532172348948,-0.08622898100455134,-0.04902842504019844
Vaginal inflammation,72,0.1348314606741573,0.5825817700817701,0.5015933140933141,0.5482202982202983,-0.08098845598845605,-0.03436147186147187
Vascular purpura,100,0.18726591760299627,0.588479262672811,0.5388940092165899,0.5711751152073732,-0.04958525345622111,-0.017304147465437847
Vasculitis,86,0.16104868913857678,0.559359426910299,0.5726484634551494,0.5843023255813953,0.013289036544850363,0.024942898671096225
Vasodilation procedure,62,0.11610486891385768,0.5145229633679607,0.6203184800437398,0.5791416074357573,0.10579551667577913,0.0646186440677966
Ventricular arrhythmia,56,0.10486891385767791,0.610393006575015,0.5857367005379558,0.6252988643156008,-0.02465630603705926,0.014905857740585726
Ventricular extrasystoles,73,0.13670411985018727,0.5532641963569369,0.46114759456809196,0.4775205776602383,-0.09211660178884495,-0.0757436186966986
Ventricular fibrillation,62,0.11610486891385768,0.5268247676325861,0.48305084745762716,0.5073469108802624,-0.04377392017495896,-0.01947785675232372
Ventricular tachycardia,81,0.15168539325842698,0.6530945956994523,0.5381952961055242,0.5886408851824598,-0.11489929959392808,-0.06445371051699245
Vertigo,242,0.45318352059925093,0.6246886674968868,0.5047548964111853,0.5265623231065323,-0.11993377108570147,-0.0981263443903545
Viral infection,63,0.11797752808988764,0.5739898223974658,0.4838068277558723,0.5365483773127085,-0.09018299464159346,-0.03744144508475722
Vision blurred,231,0.43258426966292135,0.5724858200105725,0.5564699327075565,0.5743860100295743,-0.016015887303015952,0.0019001900190018794
Visual acuity reduced,41,0.07677902621722846,0.5811111660812349,0.4820165240191956,0.5661208133379508,-0.09909464206203933,-0.014990352743284086
Visual impairment,188,0.352059925093633,0.5689337104907145,0.5253043906038617,0.5325759439183373,-0.04362931988685281,-0.036357766572377215
Vomiting,440,0.8239700374531835,0.6482591876208896,0.559477756286267,0.5924081237911025,-0.08878143133462268,-0.055851063829787106
Vulvovaginal candidiasis,36,0.06741573033707865,0.7039268183846497,0.4298862115127176,0.6276215975011156,-0.27404060687193205,-0.07630522088353409
Vulvovaginal mycotic infection,38,0.07116104868913857,0.7140810696095077,0.492731324278438,0.6621922750424448,-0.22134974533106966,-0.05188879456706286
Weight decreased,161,0.301498127340824,0.5545101826719732,0.5719947379814497,0.5763242469152249,0.017484555309476568,0.02181406424325172
Weight increased,164,0.30711610486891383,0.6681443638760712,0.6046967699406725,0.6412656558998023,-0.06344759393539878,-0.0268787079762689
Wheezing,66,0.12359550561797752,0.5237308987308987,0.4999676249676249,0.52000777000777,-0.023763273763273807,-0.0037231287231287435
White blood cell count decreased,37,0.06928838951310862,0.5915492957746479,0.46777965087824247,0.5591929958127142,-0.1237696448964054,-0.03235629996193368
Yawning,26,0.04868913857677903,0.7231980617807389,0.4671411265899455,0.677771047849788,-0.25605693519079337,-0.04542701393095083
